,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,35.0,58.0,18.0,90.0,85.0,50.0,34.0,2.0,55.0,0.0,22.0,115.0
layer_1,46.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_2,0.0,0.0,10.0,1.0,0.0,0.0,1.0,43.0,0.0,1.0,1.0,0.0
layer_3,7.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_4,0.0,1.0,9.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
layer_5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
layer_6,2.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
layer_7,8.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,187.0,0.0,119.0
layer_8,8.0,13.0,212.0,0.0,53.0,1.0,0.0,0.0,33.0,116.0,0.0,1.0
layer_9,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,6.0,29.0,2.0,0.0
layer_10,1.0,0.0,39.0,94.0,0.0,16.0,36.0,11.0,0.0,0.0,0.0,0.0
layer_11,116.0,96.0,0.0,43.0,53.0,103.0,0.0,48.0,105.0,132.0,97.0,113.0
