,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,87.16768,37.24682,86.38639,32.33502,113.61619,103.48096,101.7775,70.31993,158.8143,69.29649,86.36575,99.48731
layer_1,27.518873,21.31364,33.06188,60.98325,39.671783,91.051994,32.804657,56.58822,30.361233,12.803768,27.823376,99.73927
layer_2,63.582714,1.0588123,50.037342,8.698861,22.171253,26.91662,28.352057,18.856443,34.36863,10.558846,37.630188,57.70215
layer_3,15.352115,30.299685,34.98856,19.452513,13.186698,16.141933,12.961382,8.731705,23.763031,132.13148,81.305855,28.772598
layer_4,46.545403,35.40164,91.5838,67.73796,29.46278,26.743818,30.514832,13.14592,2.0834305,42.984886,72.22589,15.558197
layer_5,60.285732,27.053719,140.27571,27.661074,75.06072,22.422653,10.276414,82.521454,18.828588,49.71037,90.74756,71.87348
layer_6,58.231144,63.72117,9.456108,101.6861,25.379757,54.932487,50.563663,12.658676,100.268555,10.350355,24.666288,12.426198
layer_7,83.79029,14.221362,76.55479,36.59408,26.723509,5.5547614,6.3421383,32.65012,40.161076,36.845192,61.604507,9.891896
layer_8,9.029081,21.335884,93.36852,36.40672,6.440189,2.6532247,19.444979,41.458466,39.960613,36.236786,47.07709,77.441765
layer_9,10.738787,40.541016,6.874242,28.694096,39.36437,31.817343,25.409079,8.056696,43.57916,4.421844,40.82256,25.587402
layer_10,12.143702,7.883287,20.788504,7.3784714,40.625362,48.20565,27.010208,69.573616,26.536476,14.938157,7.949976,41.90754
layer_11,70.19107,14.674433,13.014739,8.411314,42.805664,13.374403,33.01029,33.14139,16.701628,7.83622,82.68442,13.705738
