,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,15.174029,10.153909,24.85688,3.062696,15.215638,14.301337,11.9644785,3.0089366,20.006538,19.572401,12.987323,13.491901
layer_1,5.4465766,3.5453398,1.694113,6.171575,3.7999654,11.893329,4.0987544,4.407265,10.274961,1.6428527,4.634211,22.417501
layer_2,18.089647,0.13259579,13.261648,1.6335623,6.3766727,6.0585923,4.86442,2.9812658,6.2387815,3.0216753,5.8049583,3.9152105
layer_3,3.9125018,7.776071,1.1297504,8.017628,10.087279,5.3529925,2.266688,1.7504678,7.6373377,4.736599,5.37962,3.3203456
layer_4,5.4980545,3.0395043,10.733896,2.96039,3.5938792,11.627815,12.568002,1.7207874,0.29012874,2.0009727,16.681871,3.0334404
layer_5,4.723123,0.7882281,18.059551,7.496233,8.428135,1.3290949,2.3754873,5.2289586,13.116749,7.6775208,10.482464,6.3746886
layer_6,9.15477,3.9827735,0.5162405,2.7889385,9.981974,30.593819,14.213937,1.8955439,3.0771115,8.283016,1.9421202,2.00872
layer_7,10.828169,0.9105469,9.757826,2.0258858,15.252779,0.067815624,1.4327521,12.253868,8.339147,16.741863,5.7593384,2.3032618
layer_8,0.4172917,0.5210068,9.069137,0.6640495,0.15968366,0.094462775,1.8609161,3.6553614,16.558857,7.2803497,3.3795455,11.963014
layer_9,1.4050884,0.68748224,0.30398497,3.6877954,0.8252712,26.329079,1.090576,0.5174366,4.8856807,0.48253816,0.88001955,0.96110404
layer_10,0.5791085,0.6160459,0.82945335,0.7084175,4.14133,14.622306,1.7969378,9.614341,5.4800167,11.066799,1.456343,3.8239703
layer_11,0.52351344,0.24813741,0.52559984,0.69912714,10.535686,0.42379284,0.37615684,0.38563865,0.7952611,0.40511173,2.9042327,0.9480363
