,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1,7,11,0,8,7,12,11,9,0,0,7
layer_1,5,0,0,18,0,2,1,4,1,0,2,0
layer_2,0,27,0,25,0,0,0,0,0,0,1,26
layer_3,0,0,4,27,6,17,4,0,3,0,1,5
layer_4,8,0,12,11,23,1,0,2,0,3,0,6
layer_5,2,0,12,0,0,0,0,26,22,1,0,8
layer_6,11,11,2,24,0,14,8,0,22,8,0,25
layer_7,1,0,0,0,0,12,0,7,0,5,24,14
layer_8,6,0,1,2,26,5,21,2,1,1,1,9
layer_9,9,3,23,5,10,0,15,0,14,16,1,0
layer_10,19,18,13,0,8,1,4,6,5,0,16,4
layer_11,7,6,0,1,16,7,5,5,1,3,5,0
