,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,35.0,47.0,30.0,20.0,23.0,20.0,18.0,20.0,11.0,10.0,17.0,13.0,8.0,7.0,7.0,9.0
layer_1,36.0,34.0,27.0,7.0,32.0,17.0,17.0,17.0,4.0,9.0,1.0,7.0,1.0,3.0,5.0,0.0
layer_2,44.0,42.0,51.0,44.0,33.0,7.0,7.0,15.0,6.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0
layer_3,17.0,29.0,28.0,37.0,31.0,2.0,39.0,6.0,31.0,4.0,9.0,5.0,4.0,4.0,4.0,0.0
layer_4,45.0,32.0,50.0,36.0,9.0,66.0,30.0,3.0,1.0,4.0,16.0,4.0,2.0,2.0,4.0,13.0
layer_5,59.0,41.0,33.0,39.0,21.0,9.0,0.0,1.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0
layer_6,26.0,36.0,30.0,13.0,25.0,0.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_7,48.0,25.0,32.0,3.0,16.0,36.0,9.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
layer_8,68.0,53.0,23.0,33.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_9,44.0,16.0,6.0,44.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_10,38.0,25.0,3.0,12.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_11,51.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_12,3.0,26.0,17.0,6.0,11.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_13,31.0,29.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_14,4.0,9.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
layer_15,31.0,42.0,1.0,16.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_16,47.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
layer_17,55.0,17.0,2.0,3.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
layer_18,26.0,17.0,5.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_19,32.0,13.0,21.0,1.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
layer_20,58.0,38.0,8.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
layer_21,59.0,38.0,4.0,10.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
layer_22,66.0,22.0,19.0,13.0,26.0,6.0,8.0,9.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,6.0
layer_23,61.0,47.0,12.0,50.0,26.0,31.0,10.0,17.0,24.0,36.0,1.0,1.0,1.0,2.0,10.0,4.0
