,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,29.0,40.0,52.0,105.0,30.0,89.0,94.0,9.0,93.0,52.0,71.0,66.0,55.0,14.0,104.0,15.0
layer_1,78.0,22.0,23.0,65.0,155.0,49.0,0.0,39.0,41.0,29.0,59.0,59.0,104.0,114.0,10.0,34.0
layer_2,63.0,1.0,7.0,116.0,78.0,10.0,75.0,123.0,12.0,82.0,62.0,56.0,111.0,37.0,55.0,66.0
layer_3,53.0,52.0,53.0,63.0,53.0,106.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0
layer_4,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_5,65.0,53.0,76.0,54.0,53.0,56.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_6,55.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_7,53.0,83.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,61.0,53.0,53.0
layer_8,53.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0
layer_9,53.0,53.0,53.0,53.0,50.0,89.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0
layer_10,53.0,53.0,53.0,58.0,100.0,53.0,53.0,53.0,53.0,53.0,53.0,61.0,53.0,53.0,53.0,53.0
layer_11,53.0,53.0,53.0,53.0,62.0,55.0,45.0,53.0,53.0,53.0,51.0,88.0,54.0,53.0,53.0,53.0
layer_12,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,53.0,53.0,53.0,53.0,49.0,64.0,53.0,53.0
layer_13,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_14,53.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,32.0,96.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_15,53.0,53.0,53.0,44.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,69.0,53.0,53.0
layer_16,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0
layer_17,51.0,53.0,44.0,53.0,53.0,53.0,43.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,44.0
layer_18,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,68.0,53.0,53.0,51.0,53.0
layer_19,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_20,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,151.0,53.0
layer_21,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_22,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_23,53.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_24,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,53.0,53.0,53.0
layer_25,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_26,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
layer_27,53.0,53.0,9.0,69.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
