,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1.5030032,0.70610535,0.28216738,2.052318,1.5962954,0.5464513,0.0352688,1.9368234,0.55599594,1.9453601,0.14072198,1.5542152
layer_1,0.52614546,0.7523851,0.7038736,0.6889007,1.3349704,0.104790755,1.6000706,0.56058145,0.5650112,0.4874472,0.35094348,0.5636848
layer_2,0.1432628,1.0364306,0.0947467,0.21252467,0.26784393,1.7110085,0.6164638,0.68300533,0.91097957,2.6048133,0.0974437,0.784832
layer_3,0.07186564,0.36943004,1.9980624,0.8249595,2.0152674,1.4948472,3.080386,0.18702048,0.22567597,0.39639342,1.4708225,1.9204056
layer_4,0.058944765,0.4911509,0.41130558,3.804886,0.5276091,0.7677825,1.0185978,0.57816154,0.4965858,1.3605877,0.7751282,0.50669396
layer_5,0.9854515,0.56206113,1.3237768,1.0054197,3.645978,2.0604305,0.119498126,1.4769654,1.4940581,3.2631643,0.9649956,1.1571516
layer_6,1.59346,0.6731426,0.12231483,1.2516232,0.64426893,0.74183536,1.1650211,0.35721326,0.98734194,0.66103166,4.8062987,1.2891144
layer_7,0.3471872,1.0132564,8.293698,8.210392,0.06344161,1.0618151,2.1311016,0.75726646,1.9320469,0.7807839,2.3752337,4.5538297
layer_8,2.5448024,0.61082166,0.9923534,3.7832112,0.85803914,0.89604175,1.4229116,1.6955245,7.2787037,2.3214457,1.213052,1.742581
layer_9,0.6379794,1.4437072,0.47991067,2.9340036,0.96503794,4.520746,3.2493744,2.2430782,2.0733175,0.0865969,0.5077442,2.5825198
layer_10,3.0520644,0.9514238,1.1928205,1.8254076,3.004078,2.085273,2.9352896,1.9454573,0.29157767,0.5155336,0.921474,1.247693
layer_11,1.2533158,1.9805177,0.5940919,4.7950964,4.700929,2.6985245,1.0233965,2.0788198,2.214533,2.801982,2.5269623,0.49281996
