,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,6,10,1,7,68,5,0,26,7,26,0,0
layer_1,5,0,6,1,0,0,0,0,0,0,37,0
layer_2,0,5,8,37,1,8,7,1,0,0,5,0
layer_3,0,2,1,24,0,0,0,0,4,16,6,0
layer_4,1,1,3,0,4,0,0,37,0,0,3,0
layer_5,2,0,0,34,23,40,2,0,1,0,0,0
layer_6,0,0,0,0,5,0,63,1,0,0,27,2
layer_7,1,0,6,6,0,0,16,3,20,62,0,0
layer_8,0,0,0,0,0,0,0,2,0,23,0,0
layer_9,4,0,3,52,1,0,8,0,14,22,0,0
layer_10,0,1,2,1,11,0,0,0,1,9,0,0
layer_11,10,3,4,17,1,35,2,0,1,18,0,14
