,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,3.2820542,1.9053532,4.7007504,1.9768391,3.1728144,2.085939,2.406776,1.7585253,2.810512,3.6758962,3.0124652,3.0182014,3.485693,2.226857,3.1318572,4.505411,3.590244,2.872673,2.9960885,2.2287486,2.0075803,2.9562788,3.7443883,1.1099494,4.3351865,3.0219805,4.5387545,3.1396418,1.0643046,2.7968888,3.2315667,2.058791,2.6731613,3.9011261,1.9197136,2.892316,3.3227415,3.730631,2.6070476,3.1936908,2.503151,2.5283866,4.3392305,2.283915,2.4920976,3.0405638,2.557934,2.258669,3.9771726,3.3492434,2.8770194,3.2066832,3.3015342,2.5870278,3.5547266,2.3667884,3.1693497,2.2418451,3.0786319,2.1295614,3.7739747,2.5544431,3.6861155,4.561955,1.9520144,3.0591326,2.6954014,2.3039799,5.876738,1.4143088,1.833105
layer_1,1.5129615,1.8552275,3.4467924,1.4829141,1.1630445,1.6804775,1.7080986,4.141519,1.4186174,0.9901349,1.0892105,1.8882966,1.4930859,1.2908657,1.7261459,1.6198878,1.4506384,1.4730582,1.4090637,1.3033905,2.0621295,0.913472,0.91535896,1.8672018,1.4376624,0.99630934,1.2491583,0.8567963,2.6957383,0.43309873,0.89325696,1.1284202,2.368404,1.5954927,0.95640105,2.0335355,1.0386393,1.1485187,1.7705303,1.4124331,2.557361,0.96258754,1.3927432,1.531084,1.529189,1.564683,2.6462786,1.3080943,4.6213603,0.9434139,2.3249948,2.7296767,1.8835783,1.0234848,3.024186,1.4219112,1.0094788,1.9674981,1.4573578,0.26656026,1.3914557,1.4837933,2.1739223,2.3037465,1.546568,1.1657236,1.5181919,2.1333888,1.8264993,2.3054366,1.2161431
layer_2,1.3173035,2.5485682,2.7474372,2.5807831,2.742468,3.883167,3.2699997,3.1160257,3.982866,2.1583588,4.333681,2.0571532,2.7529106,2.0430775,1.4277207,2.1902125,1.4882138,4.648479,3.019929,2.9280303,3.23488,2.184512,3.3068807,4.2335854,2.0158849,3.2879112,1.8113166,5.6392503,1.2486286,1.853718,2.348955,3.5687282,1.37749,3.186606,2.1487744,2.613721,1.766526,2.1784656,1.9464228,1.6603792,1.0582618,1.2259969,5.503683,3.3936098,6.0254045,2.656509,2.5727334,3.523983,1.6052662,2.368755,1.9323442,4.5944195,6.6217012,1.7047892,2.6328275,5.069967,2.1405795,3.6241834,2.0531294,3.81128,3.0717425,1.9726002,2.8878627,3.4751778,2.672643,2.2949362,3.732669,3.178846,1.7556534,1.6534452,2.7189488
layer_3,2.6128397,2.253325,2.554811,3.8730857,2.6122847,2.679549,2.115344,2.7555552,3.030725,4.7297235,4.0682554,1.1275597,1.7855808,3.2565145,3.2852962,3.4003747,2.4122927,2.456902,3.4279141,2.132558,2.492075,1.718857,2.6579149,3.014908,2.7419806,2.9946427,5.253961,3.2158947,1.8956013,2.7564037,6.0781054,4.3997188,4.206499,1.3151838,2.0786335,1.9449762,3.7567272,2.090298,1.1120764,1.8181753,2.2265482,2.30131,1.8893107,1.7148325,3.1293316,2.760956,2.719686,3.0150306,2.727388,2.1975272,3.4030805,2.3428307,3.02249,2.260666,9.707641,1.9171339,2.0442884,1.2024112,2.637583,2.302579,4.8531165,2.9603364,5.3513236,3.4206405,2.5925713,1.5148376,3.3759913,4.0505037,2.4534638,2.79092,4.7518597
layer_4,1.6781703,1.0550104,1.5175253,1.1146647,1.762964,1.0338521,1.157769,2.1745791,1.7242069,1.223775,1.5531094,1.437047,1.5261949,3.2012727,1.0747756,2.5371773,1.1909783,1.9114751,1.1662372,1.3224878,1.1016357,1.3792901,1.5646099,2.7693202,1.0963929,1.194427,0.95559657,3.126725,1.1477245,1.4689243,1.2466978,1.3116038,1.761372,1.0159885,1.1898861,1.382303,2.2071564,1.3644085,1.5476696,1.3258198,1.0186284,1.4899751,1.1421305,1.093797,2.0346706,2.5074222,1.8077209,1.1827842,1.8507812,1.4232111,1.4079413,1.2978361,1.8559996,1.055541,2.313941,1.1079924,1.1190455,1.0026181,1.1434989,1.3119128,2.100905,1.1530153,1.519814,1.1177863,1.0181996,1.2926824,1.0777078,1.5165206,1.1698452,1.1900461,1.4846003
layer_5,1.1444702,1.0039237,1.0024875,1.0010607,1.1599026,1.0040994,1.142307,1.0002021,1.161444,1.039037,1.0011643,1.0007129,1.2128009,0.9999295,1.0011944,1.4233282,1.0154675,2.3877733,1.0176471,1.2420294,2.1621978,1.3906127,1.6315123,2.1750033,1.0966495,1.2475973,1.0052255,1.1871905,1.0620847,1.1735511,2.6234546,2.0443528,1.4596295,1.0427169,1.6036962,2.7745352,1.3818245,1.4145098,1.6354554,1.0003589,1.000811,1.1349908,1.1793371,1.0036982,1.009603,1.1093538,1.003573,1.0765308,0.9012242,1.0004911,1.0948473,1.4728905,1.0068191,1.6047617,1.1799875,1.0771985,1.1313736,1.2877957,1.0591514,1.0172026,1.167747,1.0493569,1.1332942,1.0012347,1.0002604,1.0628034,1.0032305,1.1749215,1.0580112,1.0136524,1.0006247
layer_6,1.9631994,1.2685037,1.2784823,1.981606,1.1805449,2.1914961,1.9635249,1.7888136,1.5024625,1.8603082,1.4361854,1.0284419,1.5438479,1.3315804,1.3618678,1.366422,1.0768541,1.7354659,1.6989661,1.5519423,2.7928634,1.1526592,3.2817383,3.3476727,1.182615,1.3149755,1.7183443,1.3930696,1.5484328,1.6723065,1.5404046,1.4001799,1.4151437,1.4316565,1.8240979,1.7661694,1.7370455,1.9510839,2.3490968,2.067474,1.0997707,1.4522231,1.2273978,2.02598,1.2506428,2.082128,1.2091764,1.2592791,2.2571778,1.5636854,2.9550977,1.1212474,2.7505062,4.4271183,2.3474748,4.802282,0.8082097,1.3580894,1.7514256,2.5078933,2.087432,2.336838,1.0946418,1.4237452,1.7498925,1.2161415,1.1154066,1.2962875,1.5859041,1.209085,2.7846992
layer_7,1.2968316,1.1148545,1.1698534,1.0939858,1.5269846,1.0040553,1.1992731,1.0362389,1.030172,1.0180863,1.3525748,1.810077,1.1650144,1.2621729,4.749354,1.6090468,1.1004059,1.1236476,1.0498843,1.1305362,1.0181168,1.6432846,1.0786822,1.1018283,1.0012705,1.1336328,1.0183395,1.0241839,1.5173335,1.1709975,1.0046892,1.0787171,1.0143417,1.2241529,1.0625112,1.0149026,2.316371,1.0626558,1.20719,1.0035707,1.0246751,2.52715,1.071623,1.55422,1.5102782,1.444438,1.0092548,1.51799,1.0888438,1.035212,1.1035107,1.483247,1.203076,1.2048296,1.1678051,2.4037352,1.1194165,0.99810874,1.0011721,1.1100738,1.4973898,1.2626312,1.642388,0.4794463,2.3638842,1.2155788,0.7474828,1.0003045,1.0239875,1.5079795,1.1278679
layer_8,1.3943449,4.7221494,2.6912534,1.2543211,3.252914,1.8479085,1.4116315,3.0055952,2.3581977,1.8107197,1.9494159,1.2796545,4.13179,2.4268312,1.1641222,1.1301292,1.2861165,4.4776177,2.5491176,2.3891513,3.0260417,1.7402334,1.5539348,1.5608692,1.1723769,1.393409,1.2502538,1.4408479,2.3805144,1.149255,1.9420562,1.3573707,1.1327164,1.6028805,1.9588706,2.4797087,1.7459165,3.3593588,1.266902,1.5198586,4.2288094,1.2868441,1.1441635,2.2676728,2.233579,1.549547,1.3944035,1.4375211,1.3061316,2.291878,1.3361663,1.3009574,1.4779177,1.4440022,1.32963,1.3407847,2.0706801,1.4645997,1.3641702,7.0316234,3.703098,1.3670095,2.775859,1.4745437,1.6155035,1.5114253,3.7375278,1.6957849,2.0139189,3.248632,1.5216951
layer_9,3.9541452,1.2883234,1.4186924,1.0602819,1.2196442,1.568904,1.2990984,1.1371592,1.3163443,1.3678738,1.5902437,1.687643,1.0358483,1.083637,1.0040883,2.3761349,1.2593802,1.2491982,1.7087809,2.0385752,1.1339549,1.4539722,1.0331414,2.3455746,3.355686,1.2869941,1.251948,1.3997427,1.1934723,1.1070735,0.9913128,1.156888,1.1399474,1.9570493,1.1909659,1.2070508,1.1440696,1.1112474,1.2864144,1.6842167,1.5630201,1.1751832,1.2754616,1.0346205,1.6991382,1.226528,1.1903821,1.8624312,1.1212784,2.564919,3.7905517,1.2860949,1.4099534,1.2755053,2.9218533,1.705441,1.1047593,1.3097079,1.2579575,1.1277565,1.0761877,0.96178997,1.6866608,1.0590739,1.2977926,1.6276742,1.099571,1.0772891,1.0575271,1.0190254,1.0194329
