,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,5,7,3,1,34,25,24,42,104,51,43,43,40,42,71,55,53,32,58,29,82,59,62,92,43,78,51,56,24,38,25,23
layer_1,114,48,69,120,66,48,64,59,103,65,161,125,88,55,67,58,94,90,63,80,89,123,90,75,73,69,35,69,100,89,85,54
layer_2,73,88,80,77,74,75,89,72,85,80,79,77,95,79,75,99,75,79,80,83,82,82,85,70,81,89,73,76,83,83,78,78
layer_3,91,80,78,76,70,80,76,74,63,76,71,68,92,81,75,86,78,78,67,74,81,81,86,80,74,73,71,76,101,93,103,83
layer_4,78,77,81,84,74,87,92,73,87,86,92,77,59,81,74,108,90,75,72,91,98,72,91,85,68,135,83,104,77,78,74,79
layer_5,80,102,73,73,112,90,101,110,79,79,72,103,80,53,62,85,67,78,79,83,82,100,113,78,86,71,97,87,76,71,78,72
layer_6,84,68,82,95,71,84,65,67,60,93,68,64,69,78,102,68,77,98,67,72,80,109,85,80,100,91,84,88,84,101,79,100
layer_7,62,73,55,94,81,40,99,76,99,93,112,69,73,81,84,95,78,69,80,46,114,86,83,97,104,82,119,118,79,71,76,84
layer_8,102,85,108,91,75,61,80,105,84,96,83,83,87,73,82,70,96,69,72,75,140,97,41,112,78,81,86,78,79,77,86,84
layer_9,91,93,87,90,81,96,113,77,98,78,46,29,92,82,90,113,83,83,87,104,92,87,79,94,108,87,74,90,109,107,81,92
layer_10,77,76,71,83,103,97,99,99,99,55,111,75,82,78,89,82,76,82,84,93,81,84,96,85,92,82,88,89,100,116,106,75
layer_11,98,90,96,102,87,85,89,89,95,98,83,103,76,107,107,115,63,119,91,78,89,86,112,85,100,91,99,104,86,88,97,70
layer_12,85,88,106,121,92,82,91,103,93,102,92,95,9,99,112,104,88,102,80,50,114,107,90,96,95,106,105,114,83,83,77,105
layer_13,103,93,104,95,101,94,87,101,86,96,98,86,94,101,94,93,99,106,101,96,76,116,88,83,47,98,80,94,78,90,111,108
layer_14,87,82,94,84,96,90,81,92,43,67,130,64,101,115,93,87,78,79,81,67,90,101,88,106,95,112,35,91,88,94,96,84
layer_15,51,87,87,74,93,102,42,46,89,103,92,98,56,76,80,81,100,83,113,101,86,95,99,79,100,112,105,110,91,88,79,65
layer_16,102,77,101,112,73,90,72,70,98,82,104,83,71,76,63,95,85,69,106,105,60,72,22,59,83,85,87,82,100,33,22,60
layer_17,101,98,103,91,89,70,102,72,109,120,94,71,77,100,88,62,99,80,84,86,78,87,91,96,78,79,85,90,91,81,71,104
layer_18,91,84,94,81,79,81,71,65,88,87,87,82,84,111,80,78,91,67,72,85,79,74,84,85,77,67,74,93,93,89,87,84
layer_19,93,111,96,106,85,88,80,81,74,91,71,75,79,89,91,74,90,96,84,83,80,74,68,103,78,93,38,88,84,73,81,86
layer_20,102,89,86,72,84,75,132,81,87,88,87,75,102,95,92,73,62,63,69,71,81,81,84,86,73,104,81,81,76,75,79,77
layer_21,79,79,102,74,59,72,76,63,91,69,49,90,78,86,96,84,83,72,75,81,69,80,83,98,73,77,75,80,81,74,76,84
layer_22,81,82,89,81,78,91,73,79,82,74,75,79,72,66,72,86,72,75,61,63,74,62,56,61,67,83,87,80,72,73,72,86
layer_23,76,68,96,83,81,80,83,83,65,102,74,78,86,74,85,72,70,76,83,69,74,82,70,75,90,75,83,70,72,62,63,69
layer_24,78,73,81,76,77,77,82,75,68,65,61,80,94,75,83,70,87,81,84,73,81,77,82,81,85,80,104,84,65,73,62,95
layer_25,85,81,80,76,82,86,86,84,71,84,77,72,85,85,85,89,76,68,73,72,57,46,47,58,62,64,69,69,59,63,57,68
layer_26,78,79,80,56,96,87,99,89,73,70,82,80,82,84,84,71,86,70,76,73,65,68,51,59,67,62,58,71,67,74,67,80
layer_27,66,57,51,64,77,82,77,83,61,62,59,59,82,83,72,52,54,57,64,74,75,83,74,84,73,65,70,73,78,65,76,71
layer_28,66,68,40,59,52,44,55,47,37,76,64,66,51,69,64,70,61,56,54,64,41,46,39,56,69,48,58,77,67,58,61,57
layer_29,51,57,49,42,57,57,62,39,49,49,71,54,54,48,51,47,94,72,73,64,78,70,66,71,37,62,51,57,72,59,83,94
layer_30,34,57,43,62,45,67,85,61,64,53,48,99,70,48,65,66,137,82,83,90,76,76,51,62,45,58,39,46,50,70,68,51
layer_31,90,72,14,56,104,7,75,73,67,53,60,82,49,125,0,19,105,97,78,97,100,83,65,50,60,52,60,111,64,96,72,91
