,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,13,6,1,3,145,82,68,195,425,258,207,136,147,94,252,57,206,182,214,33,131,65,78,175,240,434,335,316,23,40,18,18
layer_1,420,123,87,720,166,145,180,97,199,87,709,406,231,106,111,151,217,495,152,196,194,629,147,119,130,101,77,120,317,256,190,102
layer_2,117,136,136,144,146,134,225,102,115,122,194,109,300,142,166,337,116,120,120,269,170,139,174,125,122,192,143,89,82,144,98,84
layer_3,296,164,135,105,87,82,117,83,166,125,97,99,244,187,146,135,96,81,77,114,198,146,232,162,118,153,153,172,291,217,211,135
layer_4,168,181,144,146,115,177,207,116,150,167,210,124,103,110,95,388,201,151,108,272,206,138,339,150,61,420,143,414,127,211,119,97
layer_5,208,292,87,96,440,183,366,375,125,93,88,202,211,45,58,165,98,117,152,175,247,312,448,154,252,132,239,193,141,135,125,112
layer_6,137,87,183,232,104,204,90,71,46,279,64,83,108,157,382,98,97,325,115,180,159,268,189,135,300,301,231,328,229,259,68,213
layer_7,82,101,123,231,161,64,249,164,365,284,242,107,116,175,156,308,157,193,179,166,389,203,168,209,373,129,419,628,174,98,202,199
layer_8,240,121,393,184,104,189,130,366,142,215,139,125,261,210,231,125,285,159,174,118,515,351,37,429,129,142,152,135,136,164,184,129
layer_9,187,194,160,180,216,258,278,148,251,257,65,20,223,152,209,271,141,209,262,273,166,193,150,231,286,184,86,219,357,239,161,185
layer_10,126,135,65,146,276,293,258,279,266,90,410,83,172,139,176,282,163,228,139,212,145,165,260,174,316,135,148,166,230,339,373,71
layer_11,304,189,250,302,137,258,170,196,290,312,175,269,87,365,387,372,77,472,192,221,159,161,365,239,230,177,233,319,198,215,321,129
layer_12,209,209,412,444,226,166,135,189,198,317,154,225,8,244,397,320,341,246,234,63,403,329,207,311,328,222,324,331,190,263,215,278
layer_13,265,193,268,191,210,184,129,226,185,214,211,161,212,155,202,177,273,244,227,274,94,313,159,160,73,273,137,268,333,218,422,359
layer_14,210,148,235,163,224,149,154,189,64,138,473,104,295,297,242,172,215,108,203,87,140,300,143,336,197,294,24,185,199,180,182,133
layer_15,89,137,189,102,274,474,131,148,300,330,253,372,79,268,159,117,297,182,392,227,214,206,291,132,314,305,291,342,177,193,92,87
layer_16,285,113,224,385,153,351,124,150,197,153,255,156,226,208,125,251,219,157,370,225,60,89,25,64,156,200,158,165,393,21,56,125
layer_17,247,224,257,193,211,154,396,174,361,469,273,90,157,245,203,127,228,93,175,274,216,136,200,225,127,107,137,122,184,109,145,240
layer_18,292,208,241,228,127,95,77,75,142,178,161,158,208,247,230,154,221,84,102,169,81,97,130,106,139,219,113,187,164,157,212,171
layer_19,227,373,259,250,185,183,139,200,157,193,180,136,101,199,297,224,175,227,158,155,183,83,90,317,156,239,39,150,180,156,196,122
layer_20,284,140,147,94,185,127,404,184,196,200,194,151,200,189,224,128,71,132,160,164,120,140,133,227,94,218,170,112,136,126,144,183
layer_21,158,204,311,155,68,107,99,76,191,130,44,189,175,128,228,136,137,142,134,216,187,177,156,233,129,108,99,173,129,131,164,159
layer_22,125,119,135,108,244,291,164,201,140,151,114,219,116,122,131,200,97,183,83,113,99,111,87,75,107,136,195,133,200,202,151,139
layer_23,166,112,255,169,173,149,192,190,177,276,156,115,120,117,115,105,78,84,198,167,123,166,125,108,206,162,182,143,108,85,84,90
layer_24,187,174,138,147,210,176,182,196,112,100,123,106,209,215,263,143,161,120,162,133,111,135,178,137,187,204,256,257,132,123,102,255
layer_25,179,172,177,246,175,134,189,162,168,200,133,133,174,194,188,197,197,192,195,141,105,105,79,72,177,155,197,166,148,109,72,81
layer_26,245,242,283,103,294,238,260,276,195,194,262,181,190,224,188,130,251,217,298,170,193,183,102,154,171,155,168,215,160,167,144,181
layer_27,141,105,145,99,209,189,228,192,175,64,114,62,232,275,226,109,136,141,201,225,209,216,209,225,200,179,150,167,275,113,226,251
layer_28,185,112,139,91,133,139,185,159,126,93,135,133,120,172,171,147,179,187,140,146,111,98,94,192,207,142,69,156,164,186,194,103
layer_29,130,147,133,136,128,157,164,107,122,149,215,163,116,90,115,144,236,174,188,150,266,241,194,187,137,235,173,189,185,126,281,355
layer_30,38,174,186,170,130,266,301,226,209,123,97,332,185,130,213,206,662,285,286,374,294,244,168,201,89,92,112,132,137,156,166,151
layer_31,247,252,31,131,362,41,120,193,103,128,165,230,151,511,0,39,400,344,114,348,326,241,150,120,146,76,202,319,131,235,247,378
