,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,4.801998,0.3454966,4.075479,0.4481061,2.9937575,0.35466942,6.0303097,7.222479,4.461194,4.6810436,3.409291,4.2391663
layer_1,6.72333,6.567832,5.5739684,3.77447,5.181774,4.29733,4.4127464,5.0139256,4.2800655,4.212562,4.8696747,1.1921563
layer_2,6.4490848,4.4841585,7.0103426,7.458392,5.4459567,6.387352,5.357474,4.6306915,7.457242,9.154054,6.122304,4.4930334
layer_3,3.0024142,5.019955,6.427691,4.713557,3.5878062,4.017537,7.817616,9.133649,6.424351,5.7117996,4.7672753,6.8037677
layer_4,5.021307,5.1017494,3.6898704,7.3822365,3.944908,5.8919034,6.009771,4.5947447,5.3003526,4.4438376,3.3353894,6.9998903
layer_5,3.8437135,3.0188076,4.4739943,4.901857,4.7637725,3.3181894,3.774079,3.1220515,3.7907302,3.519163,3.2379034,3.3690732
layer_6,5.608385,3.6974533,3.4048576,3.657471,4.4208417,4.115206,3.4970329,3.811315,5.2306523,3.487939,3.5593147,3.7826123
layer_7,6.108229,3.1195233,3.0211697,3.5642543,3.6530359,3.8652668,3.2760842,2.8430953,4.2706823,3.3124757,3.314819,3.2961953
layer_8,3.1029286,3.0219812,3.1557696,3.2352087,3.0873861,3.9133947,3.9679904,4.6556563,3.0578008,2.9406652,3.400082,3.804125
layer_9,3.13141,3.0252538,3.0167944,4.580133,3.1224763,3.070324,3.1238537,3.201547,4.639055,3.1075628,3.1316843,2.971055
layer_10,4.180008,3.4071827,3.4240391,3.0809226,3.2845669,3.6330485,3.1447248,2.972442,3.4243839,4.597557,3.6489863,3.0377672
layer_11,3.4846113,3.4233224,3.4329407,3.0620337,3.3173182,3.3140266,3.4281936,3.2142532,4.1051645,3.3784575,3.2617905,3.4419785
