,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,370,228,232,90,274,239,192,1,301,187,313,192,267,237,266,473,299,299,547,230,322,183,155,152,284,595,394,121,253,83,252,319
layer_1,335,260,215,210,165,187,455,73,226,163,170,229,302,189,282,313,482,137,47,470,190,205,683,187,259,222,179,197,131,171,28,363
layer_2,3,13,13,2,9,10,5,10,6,0,1,13,1,9,6,4,13,13,9,13,0,0,0,0,12,8,0,0,4,13,16,4
layer_3,12,0,1,11,1,4,1,7,0,7,9,2,1,1,9,9,12,1,0,10,9,0,5,0,15,0,0,0,7,1,3,13
layer_4,27,1,0,22,3,1,0,4,0,3,12,0,2,1,2,0,1,2,14,7,0,2,4,6,1,1,9,1,105,0,70,0
layer_5,11,0,13,0,3,9,0,0,13,68,4,1,3,1,23,678,13,6,202,3,0,0,4,0,20,0,60,0,1,0,14,3
layer_6,0,7,0,2,9,24,3,6,1,1,18,1,0,1,2,2,0,0,0,22,0,0,22,2,6,2,5,11,12,0,0,7
layer_7,2,1,2,1,0,12,0,3,63,18,5,6,0,0,1,1,5,0,10,15,0,8,2,0,46,6,5,0,0,0,0,15
layer_8,0,90,10,2,0,1,0,0,3,1,14,8,1,2,0,56,16,11,5,4,3,0,0,0,0,0,0,6,4,70,3,0
layer_9,0,1,184,1,3,20,5,8,0,5,24,13,0,1,20,7,32,1,21,42,6,6,0,0,2,0,0,107,1,0,8,7
layer_10,0,0,5,21,3,15,1,0,0,10,4,15,0,1,0,7,0,34,0,0,2,1,26,2,1,152,23,5,22,68,15,2
layer_11,22,3,0,21,1,0,2,3,3,0,0,5,12,6,0,0,31,11,0,0,0,7,0,0,3,4,0,37,7,0,5,1
layer_12,2,8,0,23,12,8,3,6,2,22,1,0,11,1,6,1,2,4,0,1,8,33,0,2,25,1,0,30,0,18,2,18
layer_13,16,3,21,0,20,32,3,0,66,0,4,0,141,0,2,0,1,96,12,1,2,2,1,0,1,2,0,3,1,46,20,0
layer_14,12,0,8,9,0,0,0,2,1,24,5,2,1,0,35,0,11,3,0,3,65,15,80,2,0,5,20,1,1,34,3,1
layer_15,4,6,16,3,0,2,4,9,2,36,0,588,0,2,0,6,25,0,12,5,21,4,5,11,4,18,5,9,22,4,5,23
layer_16,0,0,145,32,31,1,36,7,3,6,0,20,3,40,3,33,50,102,0,0,1,23,2,10,4,0,1,0,8,2,0,0
layer_17,0,1,1,2,4,5,2,0,4,10,20,0,0,11,5,107,1,6,0,5,5,0,0,2,51,9,0,2,17,0,13,1
layer_18,1,1,10,0,13,51,1,9,0,0,0,2,3,0,1,0,2,0,1,19,1,12,4,21,1,6,13,2,18,10,0,19
layer_19,3,4,16,0,0,33,0,3,5,0,0,0,1,5,0,0,19,0,3,1,0,0,0,1,19,22,14,5,0,0,4,21
layer_20,0,0,5,1,1,4,4,2,9,0,0,14,9,134,3,90,0,1,25,0,47,1,0,0,0,0,2,0,0,0,1,3
layer_21,1,0,0,0,0,0,7,1,0,0,65,0,2,12,3,0,0,0,1,0,0,0,20,1,2,0,0,0,2,1,1,1
layer_22,1,0,2,1,65,0,2,5,0,0,0,86,1,0,17,15,5,3,0,0,1,4,1,2,0,4,32,0,66,0,1,0
layer_23,0,262,2,4,2,0,0,0,0,0,2,0,0,0,0,1,38,2,10,0,0,0,0,0,0,2,7,0,9,1,1,0
layer_24,0,1,0,0,1,1,3,0,0,0,4,1,3,4,6,0,0,0,8,0,0,0,0,12,4,0,6,0,0,0,0,1
layer_25,0,0,0,0,0,3,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0
layer_26,0,1,0,0,71,0,9,3,0,0,6,0,0,19,13,5,0,0,0,25,0,0,4,0,1,0,0,0,0,0,26,0
layer_27,0,0,9,6,1,1,0,34,0,0,0,0,111,0,0,3,4,86,2,0,0,0,0,0,0,0,10,1,0,1,0,0
layer_28,0,0,0,5,0,0,3,3,0,1,6,0,0,8,0,1,16,0,1,0,2,4,0,4,0,1,21,0,0,1,0,0
layer_29,0,3,0,0,1,0,0,0,6,2,3,0,0,0,7,4,0,0,0,0,0,0,0,0,11,0,0,0,2,25,9,0
layer_30,0,1,3,0,0,2,0,5,0,1,7,0,2,0,0,0,0,4,145,0,1,0,0,1,0,5,36,0,3,0,0,0
layer_31,15,14,18,7,554,0,0,1,1,0,0,24,14,21,0,6,0,5,0,7,3,1,4,0,308,0,3,239,4,1,1,9
