,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,7.0176196,1.9267036,15.121377,6.656439,6.5822153,5.295767,14.874677,0.97173,17.432373,9.378548,5.1630306,4.510501
layer_1,0.945658,0.90004027,0.62394047,1.595413,2.3888154,10.512376,1.1568233,0.9719435,3.1052127,0.61194736,1.5524869,8.60356
layer_2,7.5281253,0.07426584,7.1858883,0.7593748,2.7959623,1.551258,3.2891226,1.7314454,1.2225026,1.4990667,2.2182617,1.1966077
layer_3,1.92507,2.0693016,0.34554458,10.113401,5.2148857,2.3009412,0.5077536,1.9932011,1.215485,2.1882067,0.9865938,1.0866917
layer_4,5.417301,0.7894569,5.999738,0.6660853,1.6779897,2.2993996,3.8366225,0.6420304,0.18690275,1.3779038,12.40393,1.4244162
layer_5,1.0529116,0.2930136,15.570461,3.225493,1.0646466,0.9615467,1.1763822,0.6004512,3.2782507,0.5445848,0.6148498,2.452413
layer_6,8.070754,1.9751146,0.19595659,1.1997197,1.917275,12.675744,3.8460197,0.6578184,0.6367225,0.5913169,0.13006334,0.8618601
layer_7,7.497054,0.2102802,2.6287482,0.38086876,5.449735,0.04085006,0.32430825,0.86838174,1.8620843,5.8012137,2.2486374,0.96951735
layer_8,0.20954046,0.22704123,5.262024,0.23526151,0.055805948,0.05222707,0.6136013,1.6548421,6.5962243,1.0180413,1.7261871,3.7326343
layer_9,0.66860265,0.51802254,0.13723582,1.0967884,0.25677145,11.77097,0.516021,0.33210826,0.5881581,0.18068193,0.6091271,0.8776829
layer_10,0.19162504,0.14649422,0.45503384,0.108544506,1.2167277,3.4764483,0.7643346,4.05727,4.1703796,0.7690517,0.48097774,1.6098078
layer_11,1.8625737,0.4110832,0.49450567,0.23954752,3.8222048,0.3904921,0.87564063,0.37386823,0.43557507,0.57548547,1.0982193,1.1295797
