,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,95,516,601,52,2413,67,290,17,262,422,2189,644,386,388,1014,1749,29,233,176,152,32,422,306,87
layer_1,41,624,1,0,466,4,86,80,1922,96,5,2787,2967,1149,381,111,336,196,53,16,1096,18,18,2217
layer_2,1459,5,11,50,14,0,38,0,0,35,5,73,0,951,2,2,92,0,6,1069,52,103,0,0
layer_3,1,0,2,539,10,84,192,2712,1487,31,57,18,0,198,1,265,112,8,0,37,0,2,0,211
layer_4,0,40,0,729,11,2464,1,101,0,729,0,80,0,0,3,3,600,0,15,844,2978,14,36,15
layer_5,16,1060,181,6,259,941,6,82,85,1,1,97,48,2,0,0,907,9,4,0,0,16,1760,39
layer_6,3067,2,94,95,4,0,43,29,58,23,48,0,0,794,3,92,25,0,800,119,60,10,709,0
layer_7,879,2,64,0,2,257,16,407,0,36,4,689,1,28,0,607,131,5,0,0,2,2,25,360
layer_8,2,33,0,0,881,67,88,192,26,21,17,4,4,170,0,0,0,6,475,0,20,38,195,9
layer_9,0,1,16,2,7,5,0,317,3,3,0,0,94,50,19,8,676,476,93,1,2497,296,59,19
layer_10,18,326,78,170,3,4,6,23,1098,150,14,24,10,216,3,45,16,2,75,6,344,3,83,204
layer_11,16,11,0,88,3,70,27,1,86,1,2,0,10,0,14,1,10,1,0,2,0,0,5,5
layer_12,0,1,1,41,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
layer_13,477,551,16,40,791,16,40,18,976,26,2,2313,2002,111,108,13,82,152,7,17,148,32,16,777
layer_14,733,1,2,2,2,0,110,2,0,30,14,5,0,298,0,16,82,17,14,95,4,62,4,2
layer_15,2,0,0,819,16,34,57,1022,421,15,37,23,0,14,1,79,98,2,3,30,1,17,0,20
layer_16,1,12,1,260,10,963,1,11,0,95,0,36,2,1,1,2,88,1,26,283,1728,4,33,0
layer_17,5,442,120,8,106,328,6,28,27,1,15,50,51,1,7,0,372,10,5,7,0,25,614,54
layer_18,1769,4,54,40,2,0,36,9,109,23,40,9,12,118,15,25,4,0,422,35,41,5,276,5
layer_19,600,2,16,15,13,77,5,157,0,2,7,951,2,32,0,270,4,1,6,0,10,3,23,134
layer_20,1,6,0,115,310,3,24,15,7,5,21,0,21,26,0,0,0,2,145,0,12,36,91,0
layer_21,3,1,3,0,3,10,5,358,5,0,33,1,111,4,3,30,26,122,10,0,429,59,11,1
layer_22,6,124,292,177,20,66,28,10,732,78,17,48,12,61,1,49,86,3,18,6,364,14,63,28
layer_23,3263,553,350,1074,241,160,63,296,321,346,39,10,873,649,251,333,23,204,30,385,45,22,36,136
