,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,185,260,192,401,445,184,180,1328,437,198,215,231
layer_1,1286,1070,695,187,190,201,185,188,187,187,400,236
layer_2,1310,185,1334,1491,803,1128,187,246,1205,391,271,187
layer_3,187,269,1667,386,187,187,665,447,1240,343,187,465
layer_4,1185,409,188,210,190,389,187,352,187,246,187,1314
layer_5,195,187,365,266,567,192,235,212,203,187,205,187
layer_6,808,195,187,187,187,188,187,190,458,188,187,404
layer_7,642,187,187,192,307,194,187,187,272,200,189,187
layer_8,187,189,188,187,303,245,188,883,188,188,187,188
layer_9,196,187,189,319,187,187,187,187,190,188,461,187
layer_10,189,187,187,187,188,244,187,189,187,249,187,256
layer_11,337,187,187,195,187,187,187,187,367,187,194,201
