,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,75.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,32.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
layer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_4,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_5,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,22.0
layer_6,8.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,9.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,43.0,3.0,4.0,0.0
layer_7,0.0,9.0,39.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,14.0,14.0,3.0,0.0,0.0,6.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,10.0,166.0,3.0,11.0,2.0,1.0
layer_8,4.0,4.0,1.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,0.0,13.0,17.0,0.0,25.0,1.0,4.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,37.0
layer_9,1.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,19.0,44.0,7.0,34.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,2.0,6.0,12.0,7.0,0.0,1.0,0.0,2.0,4.0
layer_10,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,2.0,29.0,32.0,30.0,0.0,31.0,46.0,9.0,2.0,4.0,8.0,0.0,9.0,2.0,2.0,2.0,3.0,19.0,0.0
layer_11,3.0,5.0,1.0,0.0,2.0,2.0,27.0,3.0,78.0,4.0,5.0,2.0,1.0,1.0,6.0,2.0,4.0,45.0,3.0,46.0,0.0,0.0,0.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0
