,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,134,510,134,23,24,602,25,331,5,6,203,46,35,36,7,16
layer_1,146,246,232,779,236,199,391,331,312,392,652,7,748,292,451,217
layer_2,171,362,535,409,205,8,283,384,203,102,262,494,193,550,207,235
layer_3,601,437,195,417,476,462,566,245,453,518,813,798,373,128,605,460
layer_4,277,276,131,351,231,856,436,265,312,510,710,1172,182,407,542,447
layer_5,306,324,623,506,265,186,205,654,272,293,240,94,175,560,814,123
layer_6,406,140,69,77,243,677,360,37,253,353,267,51,41,487,62,566
layer_7,631,301,276,510,232,350,502,1091,469,436,890,463,573,495,351,720
layer_8,345,546,0,453,534,82,519,104,391,239,571,423,433,403,1,419
layer_9,172,822,618,403,857,620,526,783,680,666,912,393,1173,726,8,250
layer_10,438,427,391,342,251,411,391,422,320,392,575,401,392,417,520,529
layer_11,363,570,470,445,874,687,446,403,674,778,402,505,432,829,542,528
layer_12,454,51,420,390,406,436,398,349,359,407,391,415,350,359,533,391
layer_13,367,432,473,686,430,253,440,489,384,390,435,447,553,406,661,461
layer_14,390,390,342,393,361,401,418,391,395,395,394,352,397,395,392,362
layer_15,461,280,467,535,531,273,379,308,416,828,510,588,388,579,395,80
layer_16,392,355,415,403,392,387,391,419,402,376,402,334,409,390,351,398
layer_17,369,451,426,446,385,452,252,439,393,394,421,615,392,394,446,435
layer_18,404,444,341,398,430,425,405,361,386,400,395,390,414,443,397,407
layer_19,388,381,387,363,341,344,427,422,470,296,361,399,408,372,381,366
layer_20,397,443,392,394,388,387,415,397,386,419,387,399,364,409,389,398
layer_21,480,296,402,394,398,381,372,384,391,247,402,519,382,510,391,522
layer_22,454,410,174,469,368,425,397,390,376,388,411,166,390,270,337,395
layer_23,107,69,295,259,268,63,109,385,1,161,57,56,111,2,219,202
