,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,1,1,0,0,1,5,0,9,0,0,2,0,2,1,0,0
layer_1,0,3,1,4,4,0,2,2,4,3,4,0,4,2,2,2
layer_2,2,3,3,3,4,0,3,4,3,0,3,2,3,4,3,2
layer_3,8,2,2,4,3,4,4,2,5,6,5,5,3,2,4,2
layer_4,2,4,0,1,3,12,5,2,7,4,15,7,0,1,12,9
layer_5,1,9,7,3,2,2,1,5,0,4,1,1,4,7,7,0
layer_6,3,1,0,0,0,4,7,0,2,4,3,0,1,13,0,2
layer_7,13,5,11,13,1,5,13,9,4,1,12,3,4,13,3,9
layer_8,6,4,0,9,9,0,4,3,4,3,4,5,4,4,0,4
layer_9,6,11,3,5,12,4,16,9,7,16,6,4,7,10,0,4
layer_10,4,4,4,4,4,4,4,4,4,4,6,4,4,4,3,4
layer_11,3,5,4,5,12,10,4,4,8,6,4,7,6,15,7,7
layer_12,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
layer_13,3,8,5,9,6,4,4,3,5,4,9,5,7,4,7,11
layer_14,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5
layer_15,4,4,3,9,4,3,4,3,4,13,6,10,5,3,5,2
layer_16,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
layer_17,5,5,4,5,4,4,1,5,4,3,3,11,5,4,12,5
layer_18,4,5,4,4,5,4,5,4,4,5,5,4,4,4,4,7
layer_19,3,5,4,3,4,4,4,3,8,4,4,4,4,4,4,4
layer_20,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
layer_21,3,4,3,3,5,5,5,4,4,4,6,11,4,12,4,4
layer_22,4,4,6,4,4,4,4,3,4,4,4,6,4,5,7,4
layer_23,6,2,4,4,4,5,5,4,0,4,0,2,4,0,5,1
