,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,4.0726633,2.1884646,5.0823507,2.384463,5.270752,3.4716654,4.2598143,2.3606513,3.1263223,4.8153496,4.896913,4.5971804,3.3990104,4.4095755,3.7645638,5.5919046,4.221812,3.9847918,3.8845816,3.4524417,4.697792,3.9543235,3.686012,0.8370628,4.608366,4.697256,4.6612163,2.9265378,1.7020278,3.9657896,4.8571854,2.2210827,4.345215,4.7662725,3.198149,4.8301997,4.0080724,4.941191,3.3562095,4.9643655,3.21019,3.466507,3.7164502,5.121493,3.0145116,5.118593,2.5880673,2.8064442,6.262499,3.9322298,3.7743356,4.979713,5.3567033,3.3688364,5.2851286,3.1342244,4.1162434,3.5656388,4.6070604,3.1626205,4.232033,3.5622818,4.872193,6.0037093,3.4363017,3.5496752,4.323696,3.6615682,5.563554,2.375117,3.167715
layer_1,1.228698,3.1362188,4.5178614,1.854859,1.6454953,1.5821956,1.4823864,4.1617513,0.7904362,1.0647748,1.4110684,2.752189,1.4441001,1.6142662,1.888979,1.9689312,1.802938,1.4462826,2.2553403,1.5089749,1.6295503,1.1772307,1.0911082,1.6981232,1.6704007,1.0578995,1.4419283,0.804502,2.4032185,0.15377048,1.1873242,0.8767043,2.878189,1.8590872,0.91235936,2.658823,1.4514601,1.7517382,2.267333,2.168407,2.6811352,1.3407319,1.7458982,2.114274,1.6852905,1.8942752,2.5147233,1.320206,5.307597,1.3904898,1.8860718,2.4589128,1.9446038,1.2360467,3.6033738,1.905701,0.6938828,2.3769178,1.3090708,0.48336446,1.7803876,1.8355682,3.24186,2.669044,1.8589009,1.5421042,1.6334717,2.221789,0.75775486,2.0905511,1.7007972
layer_2,1.6831995,2.2964735,3.9936604,2.9350708,2.500848,3.85601,3.8788064,2.9058952,4.9067907,2.7496262,4.2375317,2.419549,3.0167842,2.56007,1.842629,1.6190091,1.3377075,5.498557,2.6348724,1.9270117,2.857241,1.9798021,3.2031786,3.4881356,2.3599782,2.9680762,1.6565791,2.7680614,2.366169,2.3013144,2.6198676,5.091975,1.5415511,2.241198,2.155241,2.320892,1.6470304,1.7304707,1.8752294,1.7702475,0.9198684,1.3171879,6.876676,4.121408,3.9017606,1.5180929,2.2887378,3.6820285,2.0332437,2.1726985,1.7976254,3.5996404,6.855926,1.907911,2.0312393,5.640355,2.2551043,3.2487624,2.393111,3.9977517,2.563304,1.6971779,2.661023,3.7669842,2.7188694,2.1430447,3.515673,4.5871115,2.3959806,1.8201097,2.2224452
layer_3,1.8501405,1.771352,2.0266278,3.6505804,2.7640364,3.5466216,1.5105,2.1525784,2.6777477,6.0573373,4.487489,1.9652474,1.3146542,3.9970248,6.1788034,1.9755586,1.6758653,1.7369884,2.8535814,2.3176422,1.7859155,2.0196311,1.6800127,1.9047116,2.4950783,3.3891237,5.4173565,3.1116502,1.408041,3.187089,7.11618,1.7349993,5.6411514,2.2161062,2.0872557,1.4159701,4.3175383,1.4183214,1.252243,1.4434558,1.9747553,2.422905,1.215994,1.2991031,3.0620232,2.2156172,1.913823,3.1252608,4.715773,1.351617,3.4249535,2.306156,3.4359267,3.6202316,6.103984,1.1200539,1.5565112,2.228173,2.7961252,1.8170272,3.809861,3.2133315,5.8363633,5.0119534,2.2740657,1.3171707,2.7637959,3.0632687,2.2868752,3.1431782,5.4586153
layer_4,3.550656,2.814668,2.5487893,3.447224,4.398582,3.0229335,1.9200445,3.4867623,3.0189857,3.1612458,3.3642683,2.9656913,3.4466047,5.2809978,3.0865383,4.0229754,2.97049,3.5041122,3.098527,3.343871,3.1600192,3.2292778,3.2086854,4.123029,3.016016,3.0876305,3.0459929,4.245452,3.0460742,3.2586064,2.1968236,3.2967196,4.0945435,3.046298,3.497849,3.3337586,3.1194339,3.6379647,4.2442627,2.9307313,2.907899,3.7491047,2.754647,2.6049519,3.5937657,4.6769514,2.479212,2.808374,2.9233823,2.392547,2.7458258,3.001078,3.8425906,3.0616212,3.7419376,2.9717581,2.9952786,2.8104563,3.076664,2.9739468,4.4142094,3.0120409,3.1103377,3.1147587,3.6476197,3.0637918,2.8435156,2.9205942,2.8739293,3.3656135,2.513821
layer_5,3.1949651,3.0110328,3.0074053,3.0028555,3.3167503,3.0024314,4.978638,3.0007632,3.8652456,3.0600712,3.0066538,3.0007863,3.4084647,3.0110087,2.9985793,3.7697206,3.0006726,4.677006,3.178244,3.8112526,6.1943674,3.0719688,3.6281157,4.995812,3.0784004,4.2998443,2.9995856,3.43347,3.0636902,3.2277544,6.3740206,4.141712,4.096849,3.0822546,3.567913,4.6319737,2.9827726,2.9582908,3.7457833,3.0003676,3.001912,3.1298058,3.2244136,2.9919448,3.0007062,3.20963,3.0049622,3.1269307,2.7687745,3.0003386,3.1197796,2.2448971,3.0082605,3.6890054,3.1649396,3.1141326,3.2438552,3.54663,2.994743,3.0121927,2.6847992,3.0540564,3.2766824,3.000971,3.0010526,3.3279948,2.9994657,3.294245,3.0801046,3.0028317,3.0012112
layer_6,3.8379345,3.899476,2.959428,3.730092,3.1098304,4.2185874,3.740008,2.2517316,2.8250988,3.0980995,3.300205,2.671509,3.4100137,3.1585019,3.178836,3.633158,3.0655293,2.762613,2.869108,3.5149658,3.5141451,3.1111698,3.7674768,3.8226616,2.5375955,3.275959,3.0896955,3.317222,3.5315104,3.5088975,2.917693,3.0939555,2.8681898,3.039127,3.66529,2.7553766,3.1048772,2.9477515,5.534661,3.993525,2.6182525,3.1885166,3.0228703,3.3096561,3.1212234,3.4734044,3.1907964,3.2854283,5.2057714,3.2398639,3.8040845,2.996934,3.8716319,5.1524477,2.8409555,4.728081,1.7251266,3.3016927,3.3492117,5.2221174,3.2775111,3.462985,3.102713,3.5941362,4.0747113,3.0969424,3.0379345,3.5697942,4.803281,3.1334982,6.279721
layer_7,2.9231052,2.3933222,2.8172238,3.2102625,3.492504,3.0057807,3.3261788,2.9968,3.1103897,3.0547554,3.6371093,5.251813,2.939175,2.247291,6.77076,2.601874,3.1984375,3.0284908,3.0252547,2.758173,2.7367663,3.1490605,2.9947443,2.8695917,2.9994783,3.2351546,3.0499744,3.0164793,2.4368987,3.0341651,3.009367,2.9436107,3.030107,4.337812,3.1588497,3.0106323,3.4372003,3.2154903,2.566352,2.999652,3.2687926,2.867529,3.057858,3.3034418,4.583339,2.6756694,2.3138812,3.5170069,3.3313115,3.0299182,2.912014,4.2843156,2.7506373,2.6167967,3.0872607,5.7399297,2.9923463,2.3382134,3.003171,3.1162593,2.98496,3.2081077,2.981216,3.507875,2.1578374,3.1280918,3.0670345,2.9994576,3.084354,3.4759867,2.9702787
layer_8,2.6925542,2.9874437,3.3408957,3.4166636,3.2027404,3.2678366,2.2307415,2.694599,3.678276,5.201899,7.76848,3.0812266,6.409748,3.1316721,3.070554,3.075532,3.332533,3.9584944,2.68316,2.4814353,4.036858,3.1023521,3.5731683,3.226527,2.7125177,2.8708358,3.2505329,2.6146588,7.9775796,2.4232028,2.8938866,2.9776773,2.028208,3.8038688,2.8667517,4.7802005,2.045034,6.7625465,3.063663,2.9344332,3.649351,3.092753,3.0203152,5.3872933,3.4426618,3.2132673,3.1687124,3.9801245,2.8580835,4.046555,2.705866,2.7980294,2.3767102,3.2342558,3.4186125,2.6306853,4.2385874,3.0287547,2.2097254,4.796039,4.3570147,5.229037,3.9292836,2.8813324,3.5541818,3.051696,4.0714192,2.5356238,5.0331907,3.9277081,3.1663423
layer_9,4.3307033,3.2102034,3.6931245,3.1348414,2.9877522,2.8266063,4.251066,3.096731,2.671506,3.1065588,3.17727,2.9724383,3.0924947,2.9670575,3.0084717,4.0880513,2.2699819,3.0824027,2.8554869,2.5292358,3.0499382,3.7500138,3.045242,2.9615133,4.3568974,3.3206298,2.6910977,2.554911,3.1720057,2.9969914,2.4479203,3.277206,3.07243,3.1276772,3.2986457,3.1116934,3.0267007,3.1364882,2.78027,3.2267687,2.7463267,3.187245,3.3832123,3.0256777,3.179859,2.4184792,3.082038,3.428406,3.0866895,3.4686801,4.6415977,2.9872446,3.5042577,3.120876,4.0273786,3.5724092,3.0722106,3.2130992,3.0783508,3.723762,3.0759947,2.0606978,2.9926004,3.0494401,2.8180208,3.3020754,3.4570625,3.0191844,3.1487465,3.0151377,1.0986427
