,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,6.5189395,2.5726795,5.506425,3.6148012,5.45122,3.5105028,4.171239,2.4645836,4.183394,5.5217834,5.5710206,5.0817385,6.205064,5.104736,5.6290965,5.4298453,5.120925,5.123288,3.8221207,4.0684247,5.2855964,4.3980727,4.4059663,1.8822867,5.1531496,6.0155225,8.40416,6.3003078,2.002372,4.256925,6.0239086,2.8420274,4.449031,6.312373,3.8328154,5.7380104,3.8662727,5.613376,5.78963,5.4883275,5.503447,5.1043034,7.470645,4.4745793,3.4412704,5.648205,3.623834,2.947242,8.279294,5.196739,4.8161736,5.9779177,5.8865433,4.6635766,5.7624826,4.0289087,5.604971,4.7985573,5.7304444,4.900536,6.396441,3.9781373,6.534429,6.2869644,3.7196746,3.9865968,6.064046,4.51856,8.958347,2.985747,3.6976078
layer_1,1.5207092,4.1794395,4.869781,3.4174461,2.6242263,2.5578537,3.077723,7.7622776,1.2286477,3.4785717,2.0485315,4.839562,3.7498415,3.9544113,4.014744,2.096199,4.043708,3.0907464,6.0707693,2.8491666,4.802565,1.8088237,2.9058828,4.3011622,2.8173363,3.1781988,2.9130702,2.311254,5.112161,0.954752,2.444387,2.3622394,5.8445487,3.0704045,2.1658208,3.4191723,3.0211098,4.19233,4.561722,3.0589092,3.8927221,2.6714623,2.9959905,4.622059,3.2443876,3.0259798,2.901492,2.9472096,12.118112,2.20317,4.889752,3.8899999,3.0199838,1.989593,5.157378,2.787038,1.9431164,4.3028755,2.4871347,1.0089939,3.3359392,3.2406247,3.4360628,5.8795376,3.6377506,3.3074105,2.9515233,3.6351943,2.087523,4.0891333,4.4577155
layer_2,1.5860094,4.085883,6.0059533,4.2276998,6.308402,9.347267,3.0038476,4.3314195,6.3357153,3.671081,9.9450035,4.496223,7.0166693,2.8944035,2.959724,2.548779,1.8221505,3.8907382,2.5701585,3.774443,2.7029502,3.9412684,2.9844203,4.2150025,4.532248,6.0594897,3.152119,4.7788033,1.4003551,1.557842,2.8331413,4.2735243,2.2664423,3.2872171,3.1431587,3.6119132,1.7477828,3.4574838,5.4941916,1.8019327,2.3668847,2.6041822,4.5947366,3.9422946,5.485143,4.89352,4.327076,4.013895,2.1750855,2.715959,2.6261666,5.960938,17.15835,3.6721618,1.2966307,8.6488905,2.5995314,5.1795406,2.2219577,3.7990415,2.978049,3.7192352,4.4179726,6.30729,2.3565066,2.3581793,5.2676344,2.2250733,3.108152,4.324382,3.9052596
layer_3,1.8127469,2.2823782,2.1337168,4.634713,8.643385,7.264058,1.8511637,2.2014027,2.5407457,8.181967,4.057453,1.5996695,1.3968619,5.4420276,9.31979,3.5853388,2.487863,1.6818264,2.2872503,2.629733,2.3277946,2.2895758,1.9998058,2.1262777,1.7477626,3.4362278,10.278492,6.6944675,2.6580114,3.27867,5.4415812,2.941948,3.4004042,2.5123153,2.959627,2.223906,5.0143876,1.7002218,2.3611922,1.197154,2.1719875,2.204921,2.1505802,1.3660442,2.709588,2.765727,2.2682073,1.258083,9.856999,3.0203788,2.7574718,3.5381975,2.1664855,3.3030624,5.6065845,0.9225378,1.7913637,4.551981,3.301527,1.9113301,9.247051,2.5023036,2.786531,2.0737116,1.873713,1.2064284,4.463404,3.9968393,5.193299,2.6251354,3.2863123
layer_4,3.085902,1.7898864,2.1751926,2.5817533,2.7742174,2.0236464,1.8943989,3.297499,2.4253242,2.2325225,2.7154799,2.2675123,2.3000374,4.1021156,2.027604,4.839991,2.3864152,3.118193,2.784922,2.3747468,2.1966348,2.2912927,2.6011612,3.3062391,2.0616658,2.1070783,1.97544,8.399625,2.2973878,2.4070296,2.5100522,2.2142196,2.2830694,2.0192,2.5348256,2.21245,2.8763015,2.1578987,2.2694433,2.1724043,2.0526903,2.523401,1.9724555,2.264027,2.9518888,5.349442,2.4363835,2.364339,2.2013636,2.1686857,2.573663,2.4902644,2.443346,2.06627,3.6625667,2.049055,2.1130672,2.0814147,2.1311817,2.3259475,3.18688,2.1554432,2.523986,2.276814,2.868391,2.242767,3.0375633,2.3993766,2.2258835,2.1761956,2.5854955
layer_5,2.0600293,2.0039475,1.9940866,2.0000722,2.662041,2.0019913,2.0436718,2.000199,2.1607172,2.0035822,2.0005186,2.0003774,2.4415033,2.0003245,2.000122,2.1730268,2.0021641,3.0957947,2.0034113,2.2058635,6.6208954,2.0102296,2.309604,3.222264,2.0345113,2.164499,1.9725742,2.1220448,2.047185,2.5412948,2.6121452,3.819613,2.1074877,2.0030093,4.470383,4.3615656,2.125156,2.72697,2.5669706,1.9999384,2.005404,2.007116,2.0528517,2.000215,2.000154,2.0311577,2.0001993,2.0356638,1.6728916,2.0001638,2.1976783,2.1225693,2.0010512,2.851293,2.07697,2.0411253,2.071941,3.553321,1.9731607,2.0169446,2.1146975,2.0120971,2.108445,2.000284,2.0001097,2.0140853,2.0005615,2.1987936,2.0544221,2.0012558,2.0004718
layer_6,3.3319714,2.2486787,2.0210128,3.5770113,2.2285314,3.4827316,3.802242,2.2680206,2.5985074,2.533872,2.9367194,1.5961356,2.6768851,2.0672505,2.4650261,2.2393305,2.108427,2.2991557,2.166117,3.1631682,4.2463984,2.1491957,3.4851906,3.833794,2.0715756,2.968148,2.971659,2.1399596,2.8406484,2.4161808,2.4567358,2.7933466,2.323269,2.5485601,3.8504677,1.7381895,2.5790136,2.1159418,3.6322625,2.5220795,2.6252303,2.24532,2.2463312,2.3254542,2.13527,5.229639,2.1322587,2.5296128,4.9778075,3.2276628,3.21187,2.03658,5.7517686,4.095024,2.3126256,6.080436,1.430834,2.971106,2.2964656,5.0152655,2.5173662,3.0499604,2.0361316,2.3162582,3.1542122,2.3855526,2.1293607,2.507623,2.3463824,2.6239576,6.1069527
layer_7,2.186672,1.3099184,1.6855638,2.4050047,2.434139,1.9994591,2.0367393,2.0214775,2.0395021,2.019885,2.8092272,3.5684826,2.0962248,2.4790072,14.824293,2.1533644,2.049703,2.1627953,1.803422,2.0948272,1.9920055,3.3104327,2.0529485,2.0442128,2.0009615,2.0899792,2.0238764,2.0358274,2.2640996,2.212543,2.002995,2.0851097,2.0444207,2.253032,2.0307772,2.003612,3.0654554,2.071093,1.9177684,2.0281286,2.0159428,3.2864635,2.052574,2.8446102,2.7879527,3.6547372,2.3627691,3.2438154,2.1153169,2.0140898,2.1225226,5.618906,1.8930181,2.0276203,2.1106696,2.9638488,2.0749264,2.0676732,2.0017545,2.055814,2.345898,2.2346046,2.9525995,2.211163,2.6528242,2.2303512,2.230238,2.0010705,2.0133755,2.2938893,2.1603506
layer_8,1.7203071,3.3896217,2.9916615,2.1601417,7.49256,2.3907506,1.7315636,4.7227883,3.6417472,3.2543633,3.2779355,2.0616515,5.1553407,2.899548,3.240448,2.0971482,2.266159,5.4663053,2.858656,2.6966379,4.7149563,3.2866497,2.3057127,3.7409217,2.960013,2.2811744,2.120991,2.5674148,7.6508045,1.395998,3.1656544,1.8561395,2.3002841,3.451381,5.1413283,10.792297,2.4056644,8.000153,2.1815116,1.9877853,4.522323,2.2750552,2.206808,3.4430382,3.124116,2.8040698,2.999481,3.0030963,1.3417426,2.8875782,3.0123756,2.461548,2.434731,3.5162845,2.2382073,3.1629047,3.108159,2.1919355,2.40323,5.921074,2.7905347,2.252306,5.177965,2.4682212,3.2423408,2.629613,8.65143,3.4034524,2.8835268,3.8678522,2.379827
layer_9,4.2403893,2.276268,2.639226,2.0767274,2.2954586,2.249904,2.2425075,2.2713606,2.3193848,2.0679724,2.4497817,3.0755615,2.019796,2.0807087,2.007795,4.6649075,2.2973597,2.1771135,2.2903464,2.176705,2.337057,2.434612,2.042443,4.8043504,4.017055,2.2837799,2.1882505,2.605678,2.2417603,2.130301,1.5941453,2.2361045,2.1404717,3.0498583,2.1798587,2.1406734,2.181467,2.2149172,2.220065,2.5297143,1.4035972,2.5528345,2.187707,2.0500739,2.9174201,2.1642878,2.1635685,3.3284893,2.119014,2.9314463,5.610423,2.303191,2.35047,2.1991284,4.0192633,3.058365,2.1126118,2.2904565,2.1595562,2.0546348,2.0370178,2.2577338,2.4484258,2.0775163,2.954818,2.6350102,2.1180587,2.082458,2.1340027,2.020091,1.0798826
