,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,436,103,396,25,148,95,170,46,157,147,192,151,385,170,360,80,246,268,66,203,202,173,131,197,129,236,406,492,1,73,183,426,302,95,176,228,212,164,132,213,129,151,401,196,369,177,87,256,401,246,208,294,289,427,187,140,183,391,137,165,364,145,212,218,168,219,308,187,484,59,143
layer_1,52,121,87,67,88,105,418,473,121,201,128,173,65,63,299,37,99,109,132,170,94,73,82,125,153,71,122,87,349,89,135,155,136,71,291,68,140,177,120,151,136,35,124,83,128,84,73,93,239,81,168,119,84,140,85,395,62,93,90,285,27,235,79,96,86,168,174,96,446,109,102
layer_2,45,169,99,83,92,349,66,136,112,72,159,79,100,424,85,70,366,73,140,247,412,311,63,82,93,102,100,98,22,31,56,60,227,57,152,131,47,94,98,249,271,103,227,80,183,101,77,67,166,53,310,252,183,61,78,252,63,620,438,103,415,190,132,84,67,171,58,66,200,157,83
layer_3,65,57,73,177,116,268,60,71,64,64,133,22,96,58,68,58,58,52,62,58,168,65,53,308,57,199,249,342,63,107,109,65,50,66,52,155,93,64,301,74,64,70,69,55,58,59,53,51,100,143,88,76,52,219,54,67,379,180,102,136,152,62,55,91,49,360,123,128,67,67,53
layer_4,53,53,55,153,54,53,36,53,53,53,53,66,53,53,53,53,114,54,54,54,54,53,53,61,53,54,53,121,54,54,129,53,57,53,53,91,57,54,59,60,53,53,47,73,56,388,54,54,53,53,57,51,55,53,64,53,57,49,53,56,158,54,54,56,53,53,53,39,53,53,53
layer_5,53,53,53,53,53,53,59,53,53,53,53,53,55,53,53,53,53,54,53,53,54,53,53,54,53,53,53,55,53,53,53,53,56,55,53,64,53,55,53,53,53,54,53,53,53,57,53,53,53,53,53,226,54,52,58,53,53,59,55,53,53,53,58,53,53,53,53,53,53,53,53
layer_6,55,54,53,61,53,56,55,53,58,53,136,66,53,53,53,53,53,54,54,285,204,53,59,53,56,63,53,53,54,53,57,53,53,54,56,61,143,53,53,53,55,53,64,53,53,105,55,107,197,72,53,53,54,53,54,53,23,54,57,176,53,250,53,62,54,53,53,53,55,54,55
layer_7,54,86,60,53,53,53,54,53,53,58,54,65,53,64,83,52,54,53,54,70,54,61,53,53,53,53,53,53,64,61,53,53,54,53,53,53,52,55,275,53,53,61,53,46,60,65,67,71,57,53,53,62,53,53,53,53,59,54,53,53,55,53,53,191,58,54,53,53,53,53,53
layer_8,246,53,53,53,62,54,167,73,53,53,53,54,53,56,57,53,53,217,61,53,55,93,53,53,60,54,53,67,246,9,55,80,151,53,54,53,66,53,53,327,69,57,53,53,176,53,53,53,64,53,54,53,56,54,53,62,53,53,62,53,53,53,53,54,53,54,53,97,120,68,53
layer_9,55,53,110,53,53,53,67,53,53,208,53,53,53,53,53,53,85,53,55,56,54,53,53,165,53,53,58,53,53,53,63,53,53,53,53,56,59,54,53,53,246,53,53,53,54,54,60,54,57,53,56,63,54,54,371,91,53,55,54,56,53,53,53,53,54,53,53,53,53,53,8
