,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,151.76976,275.80063,49.379387,59.285767,57.854336,67.839165,55.707973,48.4374,111.22464,44.02157,45.14718,48.98197,78.340935,122.67891,48.496418,293.3233,41.90637,288.79303,78.39541,74.75349,81.0116,153.64238,0.112825826,0.32539895
layer_1,85.66045,45.573708,26.392225,18.663275,18.434902,16.91117,96.696754,21.37528,223.79128,65.573875,18.477186,26.690973,86.35179,42.66573,20.880863,132.02873,104.58358,5.2911005,11.503316,16.025906,16.764824,63.299374,42.327072,26.029736
layer_2,8.998745,10.238577,16.027102,49.12502,15.859101,82.56333,7.4636354,9.931883,12.509955,27.594543,16.009802,10.547356,33.811237,28.986221,55.11026,9.894993,5.3812623,15.631455,73.14487,20.794462,38.98933,21.180685,23.315321,24.620184
layer_3,32.16446,50.52336,115.406624,11.457824,12.543454,19.199165,35.361225,37.268208,45.358692,41.83387,19.657652,59.65456,53.777355,45.890717,14.023883,50.454144,65.626076,26.072357,77.48314,38.962803,12.211632,118.4131,93.36351,144.51567
layer_4,35.34958,90.15154,43.517025,158.4477,37.66166,144.39282,68.297775,158.34123,23.714745,52.044003,85.10432,150.34047,60.24784,120.79278,1.7767762,33.51615,31.50676,89.249466,112.19905,150.2251,34.751545,13.8347225,14.475171,119.56998
layer_5,37.82642,87.329094,78.67534,28.743073,36.067947,27.266321,1.7588506,0.27891433,21.177666,115.55263,199.2318,106.02306,124.579834,138.29257,30.07697,40.623997,77.881676,22.442564,65.355675,86.586136,102.85697,90.715096,100.00227,211.0438
layer_6,143.69664,20.562735,26.77621,51.93285,36.757423,214.6471,119.63799,95.17213,120.06798,123.13619,68.757935,155.3039,130.20512,54.792805,139.58647,111.44776,92.92821,143.61224,14.41922,6.1349277,79.51336,20.099163,247.2759,259.15872
layer_7,99.09978,231.84314,30.641827,88.548805,51.046486,38.825817,94.345985,74.3388,200.00552,198.73048,166.79572,85.49259,74.02631,201.16768,122.0559,124.75188,138.31271,63.764004,72.54064,50.635113,36.287415,120.580025,125.12145,97.64067
layer_8,36.873463,66.95763,17.48463,121.89653,159.7366,213.34239,9.4752,40.00409,6.4211273,98.968956,55.137806,196.30295,122.86563,113.68537,159.53783,180.85075,97.2719,94.29087,125.21363,68.35085,74.167206,67.49734,94.27005,81.05541
layer_9,104.342026,127.20446,102.285675,42.41622,95.34553,35.33282,170.00668,160.29185,182.21393,59.681698,58.978477,59.001877,93.6461,48.328236,83.70732,52.891865,99.102745,81.36474,133.4936,12.888267,189.9274,66.99348,97.9679,113.65084
layer_10,99.759026,89.09123,108.68463,26.793978,58.853817,30.282343,62.96954,162.67976,82.04628,45.349133,66.66552,15.532945,223.34644,141.4795,203.02213,70.17963,122.23284,84.056465,95.86429,101.74683,97.22548,6.715952,42.0108,28.901339
layer_11,114.8333,68.69532,77.991035,130.4535,93.603775,81.63436,89.76142,106.79398,129.83992,143.34084,118.00145,132.25755,169.08696,121.96865,173.66757,78.917694,156.26018,142.60988,202.37796,200.0596,129.7182,151.62402,146.5235,139.80766
layer_12,86.974464,91.2584,82.13328,24.818707,24.248955,194.54417,133.87354,108.7307,83.65035,87.28505,112.00927,106.62846,111.35518,63.44692,93.18021,46.015667,98.188416,137.77454,113.840965,27.241379,24.774372,76.55675,146.82687,160.93825
layer_13,84.77174,124.478455,74.8122,84.50863,102.97189,113.29493,242.72649,215.96321,150.50826,166.76872,118.990974,122.77529,51.85979,6.0170207,24.589027,130.8874,37.227097,79.60386,127.79611,187.55025,96.66929,56.902744,48.826252,68.36899
layer_14,204.66551,13.340176,5.4898686,178.76617,124.866905,193.96817,123.56237,145.3716,106.340454,116.288994,91.57593,59.11979,79.47466,61.416252,48.143425,105.040695,91.4431,104.62781,81.39443,117.57627,130.28949,82.51073,20.191698,85.048096
layer_15,39.016922,52.552906,116.05683,136.5261,115.83413,112.313644,37.60891,64.75453,137.79913,114.61321,144.0552,153.77098,90.78557,28.807394,83.63845,93.533775,92.100525,204.8296,47.195507,32.87768,50.364403,79.27225,53.613583,103.95664
layer_16,170.99335,125.446266,14.311347,3.9912047,20.479774,8.624412,117.18636,63.174793,90.32889,67.38312,25.037884,79.337654,7.0044136,12.689562,29.573893,38.997246,41.46251,43.764103,76.999275,117.684654,88.39352,67.92381,25.255442,20.806555
layer_17,74.95275,32.00214,62.731853,12.622132,35.984837,73.79286,95.24536,57.335842,75.50922,18.934902,55.402676,15.299739,5.1877832,79.192764,51.490086,127.75052,16.547234,85.97732,67.60748,16.933666,19.70557,14.165433,34.852966,82.79764
layer_18,36.771328,21.863832,11.462668,17.892817,9.538372,13.226944,71.411545,60.295486,52.59556,67.30196,32.32567,42.86416,47.643833,38.079506,35.384724,5.0037627,49.643116,43.189983,26.315535,39.51513,69.96479,57.29689,27.525162,31.120592
layer_19,65.27258,71.03322,58.228794,58.01759,57.504772,55.317204,44.959785,66.14841,46.69398,59.986565,27.759766,69.68197,21.764114,54.29197,34.624783,6.6583147,14.987313,19.244663,26.297974,42.53578,30.572842,10.504961,8.268946,11.140096
layer_20,31.427143,21.984488,26.90914,8.178814,15.456718,15.652356,57.440727,23.128202,14.25999,22.386658,18.589828,8.84549,45.274563,29.28573,18.65608,13.943099,28.602182,19.940771,21.355469,53.255234,45.638935,33.690994,32.622562,34.74437
layer_21,268.27988,25.550493,73.93912,6.4322233,7.7794037,14.61152,8.697207,5.4922013,8.12241,73.57591,37.08362,109.39369,16.753738,19.447886,13.02799,17.654268,9.468477,23.145975,31.963608,21.74941,25.205393,41.036404,20.8632,37.188538
layer_22,18.698147,52.051735,8.256328,8.341427,16.861362,12.644917,31.169008,6.8435764,58.82796,16.596695,13.099998,16.089447,15.943035,22.324156,35.397274,25.82967,59.415806,58.181038,4.7896485,6.699691,5.2575493,19.11063,7.6691957,7.683331
layer_23,15.873033,32.354767,32.19395,15.889032,169.13493,181.77788,8.432738,14.3409605,39.70211,21.123491,24.584476,21.213285,5.2466273,30.361994,39.598923,38.024837,43.72046,33.61364,7.683855,4.4574103,52.15977,19.068466,31.412374,43.510445
layer_24,7.981332,13.555055,11.245085,19.277355,19.615921,23.597725,30.322678,83.53475,25.83721,20.683226,47.960766,39.73071,77.40749,26.044579,23.476095,32.18246,36.91396,27.345457,14.210935,15.557477,8.894214,14.947019,42.77708,37.47894
layer_25,68.44127,67.02892,28.914001,115.98815,47.448635,10.87189,46.08322,38.388844,87.093315,10.424621,8.183896,9.490669,13.419364,13.2727375,9.781696,11.529649,19.814728,10.686903,41.366306,4.941338,64.10558,28.404413,14.324441,126.6839
layer_26,35.528767,80.45037,64.56505,93.69591,74.20508,23.105352,25.915222,75.07996,22.380733,22.163563,33.354256,45.11505,135.2532,91.30498,91.34902,89.593414,78.20938,73.82694,45.296864,103.07181,81.17979,19.99062,19.863949,21.219429
layer_27,83.91731,37.585625,22.485891,38.445484,77.766495,110.82458,14.416376,26.777649,25.82296,58.986404,45.82722,7.644451,18.44463,14.7299595,14.599165,22.003832,22.618446,27.740849,73.239044,65.78243,48.172626,79.78256,28.542603,68.41275
