,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,500,429,1006,589,927,806,682,549,999,60,29,1234
layer_1,1149,741,0,1322,0,886,781,2242,621,930,520,667
layer_2,682,2635,3182,99,34,4132,402,0,837,984,1094,34
layer_3,1073,363,611,490,1776,1648,606,1205,99,23,54,586
layer_4,616,641,560,378,1128,217,690,267,2127,654,2418,457
layer_5,651,483,1051,327,811,1033,1114,643,497,369,431,616
layer_6,143,250,338,949,954,122,710,636,406,289,996,479
layer_7,824,619,609,1088,513,741,939,612,559,779,950,535
layer_8,730,663,976,841,568,617,725,997,698,1201,974,836
layer_9,568,577,865,967,830,827,718,817,491,474,907,706
layer_10,349,725,725,792,447,858,739,929,926,589,647,604
layer_11,760,708,514,788,855,725,754,846,666,812,888,580
