,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0.08243878,0.116667226,0.025597407,0.0,0.0,0.0071465317,0.0037111863,0.06799537,0.052858453,0.003618412,0.0,0.0,0.012487121,0.0065343464,0.0,0.5166714,0.0,0.19464582,0.014283509,0.33527827,0.0,0.05483829,0.0,0.0
layer_1,0.0038096218,0.1542859,0.0,0.0071664145,0.022306608,0.036398206,0.0,0.0,0.03921659,0.12679219,0.0,0.0,0.014225171,0.0,0.053524733,0.003558354,0.0,0.0035616232,0.0,0.0,0.0,0.0,0.0036174965,0.0
layer_2,0.036575235,0.0035482182,0.007415647,0.0,0.0,0.0,0.0,0.010678475,0.0,0.0035359687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007158313,0.0,0.0,0.0,0.0035910225
layer_3,0.0,0.0,0.035121337,0.01421926,0.0,0.0,0.0,0.021325847,0.0034600876,0.0,0.0,0.010582757,0.0,0.0,0.0036492222,0.0,0.0,0.0,0.011123397,0.0071889847,0.0,0.034907274,0.0,0.05054281
layer_4,0.0,0.0035679385,0.0,0.06945904,0.0,0.037657887,0.0033209634,0.0,0.0,0.0,0.0,0.028448964,0.00695576,0.017379854,0.0066777044,0.0,0.0,0.013860305,0.022281256,0.0130095985,0.0,0.0,0.0,0.040051404
layer_5,0.0,0.11346318,0.054065805,0.010777546,0.003622138,0.0,0.0,0.0,0.009832346,0.025211008,0.014488891,0.007045432,0.08963073,0.10490234,0.0,0.0,0.0,0.0035117469,0.0,0.007248718,0.0,0.0035080041,0.039874226,0.024643146
layer_6,0.0071552675,0.0,0.0,0.0,0.0,0.065435104,0.07349436,0.47153807,0.15361539,0.0839974,0.0,0.013163989,0.2455846,0.0,0.028146338,0.060372967,0.0,0.006947244,0.0,0.0,0.01830954,0.02175451,0.05294928,0.17800929
layer_7,0.02850411,0.20418169,0.0,0.0,0.0,0.0,0.018218923,0.112548605,0.26708633,0.15797561,0.0,0.0034921872,0.0037744662,0.21504417,0.010080269,0.0,0.0,0.0036058836,0.014255235,0.011033508,0.080506206,0.039239306,0.010880391,0.007016358
layer_8,0.0,0.0036214953,0.0065060784,0.029095143,0.01324056,0.059367232,0.0,0.0,0.0037026468,0.0075406465,0.01653457,0.12931892,0.0036540818,0.018001024,0.11442504,0.12815554,0.007012244,0.0035581046,0.0068405857,0.0,0.0,0.018025028,0.06985202,0.0
layer_9,0.0034459247,0.11140471,0.049395323,0.0,0.0,0.0,0.29421347,0.6623624,0.045591366,0.0,0.0,0.0071361414,0.049713925,0.0034817157,0.058317542,0.0036243363,0.011167411,0.0,0.01696158,0.0035511504,0.02617534,0.0,0.0071308296,0.0
layer_10,0.07153256,0.028474936,0.0037573536,0.0,0.013566401,0.0,0.024303617,0.0102328565,0.007162458,0.003622138,0.016932078,0.0034573053,0.8932486,0.18256006,0.45121467,0.0,0.0,0.00352519,0.017947821,0.010718657,0.014375366,0.0,0.0,0.0
layer_11,0.0071045975,0.0,0.014286549,0.0070703477,0.0,0.006854132,0.0,0.0,0.003180937,0.0143712675,0.0,0.03963799,0.017243812,0.30993256,0.14230005,0.0,0.03446408,0.010864371,0.1504977,0.15044898,0.0072221407,0.014176122,0.0071576866,0.0035147697
layer_12,0.0,0.0070778322,0.020473342,0.0,0.0,0.016636468,0.08120267,0.037894107,0.0,0.0,0.003604343,0.0,0.0071161482,0.0,0.017668623,0.0,0.0072153034,0.09885661,0.011010297,0.0,0.0,0.0,0.017607555,0.16445187
layer_13,0.0,0.0,0.0,0.0,0.0034621817,0.003622138,1.0,0.03498288,0.28594434,0.072460026,0.0071290256,0.010757666,0.0,0.0037026468,0.00638217,0.0033825538,0.0,0.0033825538,0.0061751213,0.36664852,0.0036540818,0.0037244312,0.0,0.010417858
layer_14,0.30027208,0.0,0.0,0.18216035,0.11706822,0.48228803,0.07992765,0.01078757,0.0074809534,0.12610504,0.0,0.0034709722,0.0,0.0,0.0,0.007444619,0.0,0.050326638,0.0,0.01773064,0.0,0.0,0.0,0.12937546
layer_15,0.0,0.003826886,0.029531624,0.21506375,0.06289387,0.0,0.0,0.00352519,0.15875974,0.0,0.08214202,0.0036732908,0.0,0.0,0.039032314,0.017809628,0.0,0.09554305,0.0036068915,0.0,0.0,0.0,0.0069627264,0.025074828
layer_16,0.014633819,0.041131746,0.011024344,0.0,0.0036154925,0.0034817157,0.046272907,0.0,0.0,0.0,0.0,0.0,0.014113948,0.0,0.014438349,0.0,0.0,0.0,0.018453823,0.08451731,0.0,0.0,0.0031848042,0.0
layer_17,0.006932206,0.0,0.0,0.0,0.0,0.0036278847,0.17298457,0.021749377,0.0035283423,0.0,0.0,0.0,0.0,0.003458253,0.0,0.0099319955,0.010626046,0.0,0.007073608,0.0036311725,0.0,0.0,0.0,0.0
layer_18,0.0,0.0,0.0,0.0,0.0,0.014657685,0.0071376613,0.0036068915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039144233,0.0,0.0,0.0036068915,0.0,0.05453242,0.0033178083,0.0074070715
layer_19,0.0036973588,0.09091713,0.0,0.107933745,0.010522679,0.021788258,0.01835689,0.014254804,0.0,0.0,0.0,0.0035282949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033398836,0.0,0.017926933,0.031605206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029026942,0.0074175177,0.014067771
layer_21,0.34415868,0.0,0.0034408695,0.0,0.0,0.0,0.0,0.0,0.0,0.0035543004,0.0,0.024160512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036642037,0.014024214
layer_22,0.0,0.0035984966,0.0,0.0,0.0,0.0,0.0,0.0,0.0065920884,0.0,0.0,0.0,0.0,0.0,0.046986155,0.0,0.010769983,0.02182615,0.0,0.0,0.0,0.0,0.0,0.003481565
layer_23,0.0034764525,0.0,0.0034764525,0.0,0.098962925,0.1307539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01111414,0.0,0.035437856,0.025314437,0.0,0.0,0.0,0.0,0.0,0.007312015
layer_24,0.0,0.0,0.0,0.0,0.0,0.0,0.07552615,0.0070056734,0.0037786104,0.0033489082,0.0,0.0058541917,0.003329871,0.0,0.25056413,0.0,0.0,0.0,0.0,0.0,0.0,0.010298389,0.017846145,0.0
layer_25,0.0038902396,0.028484873,0.0,0.06300229,0.02581776,0.0,0.0,0.0,0.0,0.0,0.0,0.010938161,0.0,0.0,0.0,0.0,0.0,0.0,0.014339056,0.0,0.010271691,0.0,0.0038902396,0.02948748
