,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,143.0,104.0,168.0,306.0,94.0,70.0,78.0,95.0,319.0,32.0,272.0,295.0
layer_1,50.0,90.0,73.0,10.0,49.0,24.0,1.0,46.0,0.0,3.0,35.0,11.0
layer_2,268.0,74.0,4.0,1.0,25.0,4.0,14.0,43.0,14.0,271.0,68.0,36.0
layer_3,14.0,9.0,20.0,154.0,89.0,185.0,1.0,0.0,19.0,168.0,33.0,125.0
layer_4,65.0,26.0,0.0,8.0,42.0,93.0,16.0,73.0,7.0,1.0,27.0,101.0
layer_5,143.0,21.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,273.0,206.0,1.0
layer_6,0.0,5.0,3.0,6.0,65.0,10.0,88.0,2.0,0.0,235.0,12.0,276.0
layer_7,10.0,5.0,173.0,0.0,316.0,120.0,0.0,1.0,56.0,85.0,219.0,14.0
layer_8,1.0,0.0,22.0,1.0,0.0,3.0,3.0,9.0,1.0,81.0,35.0,12.0
layer_9,6.0,8.0,10.0,4.0,2.0,22.0,2.0,76.0,54.0,14.0,2.0,0.0
layer_10,18.0,3.0,70.0,2.0,6.0,3.0,9.0,3.0,28.0,3.0,31.0,4.0
layer_11,3.0,2.0,8.0,1.0,8.0,18.0,2.0,3.0,22.0,6.0,2.0,2.0
