,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0.43980244,0.14487559,0.16773306,0.70141053,0.28819117,0.54451656,0.6373613,0.2504707,0.51462686,0.72975874,0.7374011,0.7505226,0.6423246,0.5915063,0.6674034,0.19324543,0.85151017,0.7032627,0.25064933,0.34229213,0.3094522,0.73393816,0.9580704,0.5381306
layer_1,0.8048095,0.63192517,0.62254936,0.79851425,0.7429173,0.6972393,0.8006709,0.65426296,0.50711596,0.6332471,0.54715604,0.5387925,0.4655646,0.6487157,0.67536944,0.684466,1.0,0.62067807,0.62707466,0.6629754,0.67016006,0.85791415,0.7923472,0.48842168
layer_2,0.70982885,0.6774013,0.71595365,0.70798826,0.67156386,0.67440295,0.6982576,0.687341,0.7651387,0.68965304,0.6891666,0.72950304,0.67410916,0.680424,0.8081434,0.6994819,0.69490236,0.730995,0.7080594,0.72466403,0.6780468,0.7184926,0.7162684,0.7645884
layer_3,0.7802121,0.6780507,0.7514395,0.61873543,0.7124502,0.6560299,0.83958477,0.6873198,0.67278564,0.66373223,0.75369793,0.6902721,0.6392017,0.57260007,0.7292778,0.7810704,0.7599488,0.76984894,0.71285486,0.6791266,0.6808198,0.8980151,0.81342435,0.80415505
layer_4,0.7649817,0.7518577,0.7840222,0.82453245,0.7090001,0.9224349,0.7251891,0.71661466,0.7096148,0.6318812,0.6685241,0.6255394,0.7999634,0.6848886,0.8434586,0.85629404,0.697615,0.67585933,0.6196268,0.865709,0.78649896,0.7180321,0.7285262,0.71470135
layer_5,0.72158957,0.6820343,0.74012357,0.90650034,0.92699206,0.91287524,0.48589435,0.46618792,0.62851226,0.5973849,0.65991557,0.808607,0.7576244,0.6986418,0.70318466,0.7348903,0.77263457,0.79924905,0.87351674,0.8393703,0.84317654,0.89316934,0.73328084,0.80674386
layer_6,0.6856491,0.8066149,0.724292,0.73057616,0.6420801,0.69761133,0.5772008,0.7109915,0.56605196,0.751759,0.86778414,0.6175893,0.69602656,0.74299467,0.8380742,0.76795727,0.6902515,0.6883955,0.79080063,0.73852617,0.80475277,0.79762083,0.8102545,0.6821155
layer_7,0.63767153,0.56853354,0.7494046,0.70915264,0.68556964,0.64736336,0.8688969,0.8466993,0.8360142,0.8977895,0.71307135,0.7661988,0.640722,0.77558446,0.8208923,0.78696537,0.68269795,0.77067643,0.77250445,0.75543386,0.79544246,0.68182504,0.67632437,0.8798339
layer_8,0.69740576,0.7881018,0.6835718,0.60461986,0.6621879,0.7426215,0.5824355,0.75030017,0.57723415,0.80362815,0.7818153,0.70867825,0.7385677,0.67014563,0.7211613,0.66131777,0.77892804,0.8359333,0.7847855,0.7022589,0.7248869,0.70209575,0.727279,0.7315672
layer_9,0.691701,0.8034304,0.6925057,0.7820769,0.6685919,0.72061396,0.7068424,0.76715314,0.58638656,0.7155677,0.748622,0.80567855,0.75644,0.6973437,0.85057783,0.67968315,0.68455726,0.7702951,0.7484432,0.7140907,0.5182766,0.7436067,0.63997525,0.6603593
