,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,144,178,377,284,251,87,78,0,16,351,159,377
layer_1,405,46,0,13,377,53,44,169,123,5,2,61
layer_2,46,272,169,67,40,176,27,29,192,159,415,269
layer_3,41,82,313,281,46,6,86,47,271,98,40,182
layer_4,56,277,431,65,8,31,43,138,193,42,51,304
layer_5,309,340,127,139,168,231,63,24,5,324,2,279
layer_6,266,352,195,90,329,324,76,297,49,111,7,12
layer_7,202,114,84,130,112,321,141,274,138,287,123,323
layer_8,11,347,64,7,55,11,69,116,35,37,22,122
layer_9,106,249,131,131,253,195,271,179,165,149,149,189
layer_10,161,160,136,156,170,144,163,152,148,185,175,155
layer_11,206,174,161,167,172,176,173,180,179,187,155,153
