,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,217.0,166.0,144.0,438.0,394.0,45.0,239.0,457.0,203.0,192.0,142.0,137.0
layer_1,528.0,450.0,378.0,30.0,169.0,74.0,70.0,130.0,38.0,28.0,425.0,78.0
layer_2,234.0,28.0,646.0,475.0,64.0,557.0,30.0,303.0,547.0,660.0,476.0,27.0
layer_3,27.0,32.0,383.0,61.0,27.0,27.0,527.0,650.0,281.0,28.0,27.0,65.0
layer_4,34.0,28.0,27.0,197.0,27.0,33.0,38.0,251.0,28.0,27.0,27.0,660.0
layer_5,27.0,27.0,70.0,27.0,36.0,27.0,76.0,27.0,27.0,27.0,27.0,27.0
layer_6,73.0,27.0,27.0,27.0,49.0,27.0,27.0,27.0,131.0,27.0,27.0,28.0
layer_7,292.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0
layer_8,27.0,27.0,27.0,27.0,28.0,27.0,32.0,73.0,27.0,27.0,27.0,29.0
layer_9,27.0,27.0,27.0,41.0,27.0,27.0,27.0,27.0,31.0,27.0,27.0,27.0
layer_10,27.0,27.0,27.0,27.0,27.0,36.0,27.0,27.0,27.0,101.0,27.0,27.0
layer_11,36.0,27.0,27.0,29.0,27.0,28.0,27.0,27.0,349.0,27.0,27.0,27.0
