,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,372,166,76,4,306,121,123,156,194,274,278,158
layer_1,35,29,5,74,61,74,120,80,1,2,42,15
layer_2,151,77,91,13,54,64,3,14,13,92,325,0
layer_3,4,116,55,8,129,91,1,24,3,211,78,151
layer_4,68,89,63,318,1,8,309,432,99,12,3,87
layer_5,0,4,45,0,342,96,297,291,21,115,0,97
layer_6,80,7,42,458,115,1,54,1,25,91,158,106
layer_7,90,54,16,8,12,85,8,11,2,253,632,51
layer_8,0,3,199,22,36,18,0,8,56,15,10,0
layer_9,0,6,17,25,44,11,0,7,2,3,27,0
layer_10,2,0,0,0,1,0,12,24,0,0,0,3
layer_11,0,0,0,0,0,1,0,0,0,0,1,1
