,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.08688889,0.218456,0.27558857,0.22138599,0.18471648,0.24629802,0.1440241,0.07736012,0.33433694,0.3270151,0.19247058,0.5860368,0.38314542,0.0863932,0.24407408,0.094774544
layer_1,0.10172653,0.5806213,0.4760676,0.63909,0.11640618,0.58853674,0.19916686,0.5371948,0.5452228,0.46338642,0.42490244,0.17399949,0.21728,0.24479766,0.32673338,0.4434153
layer_2,0.8924316,0.19174206,0.25670958,0.18475227,0.48105136,0.08416985,0.45378026,0.15899552,0.077718936,0.46024054,0.54707223,0.1084626,0.26109824,0.22341526,0.48857695,0.50237685
layer_3,0.9029149,0.9105475,0.9027727,0.9104258,0.90348125,0.4114746,0.9016411,0.89619,0.90317845,0.9010595,0.8982953,0.9055149,0.90300226,0.9003154,0.90512115,0.8733429
layer_4,0.902583,0.90297943,0.90357995,0.90533555,0.90293306,0.9148002,0.90135044,0.90947694,0.9033004,0.90297073,0.90292007,0.8865008,0.90272933,0.9031117,0.9041239,0.91155505
layer_5,0.9207293,0.83869416,0.67247635,0.912735,0.9034886,0.92308205,0.88976365,0.90242547,0.9066246,0.90413713,0.9039287,0.91147804,0.9029275,0.90276676,0.9031448,0.8648976
layer_6,0.88623565,0.8847294,0.9012745,0.9028729,0.91507715,0.8937819,0.9044433,0.90305513,0.9039174,0.90297073,0.9030418,0.90209025,0.910162,0.90325844,0.90297073,0.90275544
layer_7,0.9024286,0.82333684,0.90300894,0.9036757,0.9022406,0.90479916,0.9019403,0.90276724,0.90216726,0.9029656,0.90294284,0.91786224,0.9018188,0.6196105,0.87065345,0.9103404
layer_8,0.90048915,0.903145,0.9459252,0.90381324,0.9006665,0.9032123,0.8825076,0.9029539,0.9030931,0.9030196,0.9035208,0.9472902,0.8575865,0.9029626,0.902945,0.9029272
layer_9,0.90047365,0.88974744,0.9105418,0.9025848,0.9254295,0.897,0.89811975,0.9033637,0.9154069,0.90039444,0.8956369,0.8528913,0.90297073,0.8615871,0.90425336,0.9029055
layer_10,0.90299183,0.9035417,0.90240926,0.86787295,0.91652226,0.8987972,0.90275055,0.90189976,0.90297073,0.9006416,0.91013557,0.92605275,0.9004387,0.905029,0.906261,0.9028171
layer_11,0.9031208,0.88546383,0.9039341,0.91490346,0.88895893,0.9052476,0.7672737,0.9030119,0.8972062,0.9030239,0.959222,0.8550762,0.87107307,0.8965917,0.90334606,0.9036138
layer_12,0.9028935,0.90297073,0.90144455,0.904614,0.9026888,0.9028316,0.9028767,0.50725454,0.9029899,0.90297073,0.9030056,0.9021604,0.96760994,0.9029316,0.9034429,0.90278727
layer_13,0.9049864,0.9036717,0.9015289,0.90309817,0.903897,0.865953,0.90198904,0.90337795,0.9029147,0.90276146,0.9029788,0.90291965,0.9037538,0.90822136,0.8970724,0.9030009
layer_14,0.9028983,1.0,0.90307546,0.90297073,0.9031578,0.90348756,0.9023979,0.9033324,0.90204954,0.871129,0.90385544,0.9034007,0.9025426,0.9029931,0.9030608,0.90299624
layer_15,0.9006188,0.902734,0.90496105,0.825255,0.9031434,0.9028789,0.90336347,0.90263623,0.903079,0.9023244,0.9032502,0.90396714,0.91752416,0.9427996,0.901785,0.90303844
layer_16,0.9013394,0.9033381,0.9022335,0.9227555,0.9076067,0.9036683,0.5548631,0.902671,0.9082563,0.9030275,0.8947748,0.9071783,0.9019859,0.9035218,0.9033002,0.8730311
layer_17,0.918978,0.90282506,0.9321612,0.90252984,0.9027358,0.90297073,0.9692992,0.9032125,0.9034069,0.9030052,0.90300775,0.90305734,0.9031892,0.9060606,0.90341604,0.2329668
layer_18,0.9053241,0.9032357,0.903041,0.9024202,0.9064841,0.9029137,0.90268326,0.90494454,0.90356904,0.91616625,0.9038542,0.9275673,0.9032984,0.9028685,0.9014414,0.9030097
layer_19,0.90373814,0.9019951,0.90418774,0.90408814,0.9086885,0.90297073,0.90124726,0.90319234,0.90294415,0.90318364,0.9038634,0.9026878,0.9053309,0.9018213,0.90304375,0.9014974
layer_20,0.90281767,0.90303046,0.90267646,0.9040123,0.90338916,0.90298545,0.8922126,0.9033445,0.9005375,0.90410465,0.90544206,0.9200822,0.87486523,0.9032577,0.85117894,0.9036328
layer_21,0.9050909,0.9065571,0.90305996,0.9036095,0.8948271,0.8985681,0.9002573,0.9030122,0.9021992,0.90339255,0.90319216,0.90387046,0.9049502,0.90249944,0.900685,0.9038576
layer_22,0.9032153,0.9039484,0.9031131,0.9053573,0.9028302,0.8973327,0.90550977,0.9015878,0.90427834,0.8946558,0.90308076,0.8958663,0.90460646,0.90268284,0.9019996,0.90327877
layer_23,0.9033877,0.9030249,0.9015797,0.9045419,0.9055035,0.90366995,0.9033649,0.8992845,0.90663415,0.8941325,0.902536,0.9027138,0.9034369,0.9028221,0.8996525,0.8943908
layer_24,0.8949649,0.9015391,0.90365815,0.8975667,0.902832,0.90319544,0.8956034,0.90536594,0.9041809,0.9042774,0.90337944,0.90173936,0.91143656,0.9298834,0.89950013,0.90289724
layer_25,0.90302265,0.9044558,0.908373,0.903346,0.90765595,0.90324277,0.9100519,0.90323365,0.90536624,0.90326464,0.9041735,0.9032585,0.9026674,0.8661972,0.89604634,0.90299284
layer_26,0.887004,0.90407765,0.908189,0.9033982,0.9030793,0.90297073,0.90552074,0.90308666,0.9042265,0.89924514,0.90926516,0.9053779,0.90459836,0.903236,0.8982673,0.91412085
