,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,63,0,2,2,4,0,0,38,13,14,19,0
layer_1,16,15,0,19,12,0,1,15,0,118,0,0
layer_2,0,0,0,0,0,0,18,0,0,43,0,1
layer_3,0,0,6,0,50,0,0,0,0,0,0,49
layer_4,0,171,0,0,0,0,30,0,0,0,0,0
layer_5,9,28,0,0,27,1,0,88,0,2,0,0
layer_6,0,1,0,69,0,0,0,0,0,16,12,125
layer_7,15,9,41,42,2,0,3,0,3,0,1,22
layer_8,4,18,0,28,37,55,50,93,36,0,13,3
layer_9,0,19,2,49,1,5,7,1,5,0,0,3
layer_10,8,5,46,0,0,181,1,2,0,1,23,24
layer_11,20,1,0,27,63,33,8,39,37,12,1,118
