,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,18.0,427.0,5.0,0.0,3.0,15.0,1.0,15.0,3.0,10.0,1.0,0.0,59.0,27.0,0.0,203.0,0.0,136.0,4.0,46.0,3.0,70.0,0.0,0.0
layer_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,29.0,0.0,11.0
layer_4,0.0,0.0,1.0,48.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0
layer_5,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,33.0,1.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,123.0
layer_6,19.0,0.0,0.0,0.0,1.0,82.0,1.0,5.0,11.0,26.0,0.0,38.0,4.0,0.0,1.0,9.0,0.0,32.0,0.0,0.0,0.0,0.0,86.0,179.0
layer_7,8.0,55.0,0.0,4.0,0.0,0.0,0.0,2.0,151.0,65.0,80.0,2.0,0.0,82.0,6.0,0.0,3.0,0.0,18.0,0.0,1.0,72.0,38.0,7.0
layer_8,2.0,1.0,0.0,2.0,20.0,190.0,0.0,0.0,0.0,30.0,8.0,59.0,4.0,6.0,27.0,34.0,0.0,0.0,59.0,0.0,1.0,16.0,38.0,0.0
layer_9,4.0,77.0,2.0,0.0,0.0,0.0,16.0,9.0,97.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,41.0,0.0,106.0,0.0,0.0,2.0
layer_10,2.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,107.0,2.0,43.0,0.0,13.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0
layer_11,2.0,0.0,0.0,29.0,5.0,26.0,0.0,1.0,6.0,11.0,0.0,4.0,64.0,8.0,13.0,0.0,31.0,25.0,167.0,104.0,40.0,14.0,35.0,17.0
layer_12,1.0,8.0,2.0,0.0,0.0,147.0,19.0,31.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,53.0,48.0
layer_13,3.0,26.0,3.0,5.0,5.0,1.0,355.0,19.0,1.0,59.0,1.0,23.0,0.0,0.0,0.0,7.0,0.0,1.0,9.0,89.0,3.0,0.0,0.0,2.0
layer_14,56.0,0.0,0.0,193.0,5.0,71.0,5.0,40.0,0.0,11.0,10.0,3.0,0.0,0.0,0.0,7.0,2.0,24.0,2.0,19.0,33.0,3.0,0.0,1.0
layer_15,0.0,5.0,36.0,12.0,3.0,2.0,0.0,0.0,4.0,2.0,99.0,27.0,1.0,0.0,3.0,5.0,6.0,33.0,0.0,0.0,0.0,7.0,3.0,15.0
layer_16,104.0,26.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,52.0,8.0,1.0,3.0,2.0
layer_17,3.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
layer_18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
layer_19,3.0,12.0,0.0,0.0,0.0,6.0,3.0,8.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
layer_20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
layer_21,42.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_23,0.0,0.0,5.0,2.0,71.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0
layer_24,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,3.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
layer_25,1.0,10.0,0.0,25.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,26.0
layer_26,0.0,3.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,28.0,5.0,77.0,1.0,4.0,7.0,8.0,4.0,0.0,0.0,1.0
layer_27,4.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,0.0,2.0
