,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,93,6,150,2,28,7,16,102,67,3,59,0
layer_1,4,115,218,0,77,20,33,0,11,169,28,12
layer_2,4,0,114,7,6,22,0,38,5,52,0,0
layer_3,117,0,20,13,6,0,17,0,0,28,0,33
layer_4,138,109,1,139,260,165,68,44,323,59,138,64
layer_5,0,2,0,0,22,0,0,0,0,0,115,79
layer_6,0,74,32,796,13,0,0,0,135,145,85,14
layer_7,10,67,0,176,19,311,29,11,0,0,0,9
layer_8,0,279,1,0,122,70,1,8,89,4,296,43
layer_9,0,855,0,9,27,606,48,9,469,0,0,81
layer_10,11,7,144,426,39,29,27,2,92,113,38,302
layer_11,167,121,193,3,199,14,18,2,358,0,140,165
