,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,23.11258,13.844948,88.4788,29.103062,104.72206,7.2227173,12.044801,35.09106,25.823748,17.541748,52.80965,16.991602,57.719006,31.467455,47.06335,31.376225,43.321037,18.302744,20.342457,34.792103,13.004716,45.39426,14.214736,32.85402
layer_1,24.480684,26.077965,6.2423635,24.768597,73.163895,23.375801,15.865067,6.7260222,81.25054,9.0514345,19.542152,75.57843,89.229485,63.8988,46.119457,52.312088,37.875484,76.51927,12.569142,46.544113,26.239471,30.496721,12.7231245,24.097397
layer_2,63.194714,14.518306,15.537056,15.188191,45.223633,6.4148726,81.595695,4.710019,9.162419,39.079525,4.565005,28.469725,30.820227,31.54327,22.85466,4.8490763,24.598364,30.379866,25.06757,58.072823,11.252766,22.073257,9.2981,6.6354628
layer_3,17.982208,32.17723,8.32936,34.759148,13.03414,13.105975,32.299065,145.58357,64.54248,24.727396,33.347492,99.70005,13.648287,52.79985,21.619942,35.69273,39.54682,35.694454,15.151299,24.442541,44.06422,19.116467,9.544627,94.75591
layer_4,12.764263,38.114998,8.575013,40.676155,63.54978,224.04326,26.519186,100.04502,47.13279,75.67965,13.567155,45.700798,15.840299,0.572293,16.256916,3.4268434,37.00904,17.846222,42.89473,73.257256,172.45444,27.563076,54.055244,18.651134
layer_5,24.30417,83.43804,45.19154,9.260225,44.94453,80.925804,25.630175,29.971806,46.85497,6.948499,24.875568,45.07813,27.574472,15.027926,20.122158,10.54474,98.4836,59.555355,86.51884,33.46653,17.81153,63.705963,72.673645,105.60933
layer_6,220.25859,104.10226,41.8211,56.32748,11.241287,20.79614,26.607725,96.2457,105.291245,41.11553,64.289925,9.0714855,9.662093,41.28047,26.640606,53.24698,35.502396,1.0867603,41.874363,61.143066,66.93382,51.45218,34.49333,23.05581
layer_7,117.89632,17.697395,30.31508,31.08861,25.614923,44.443825,47.451405,60.659554,17.597574,30.566479,42.83183,71.33619,34.808296,67.98685,14.074854,44.711426,78.91851,28.463284,15.664977,12.733358,49.360256,70.19987,29.078794,44.84282
layer_8,16.212929,46.867954,7.3399916,26.111326,84.51,40.549213,51.561924,46.666355,45.070206,36.29209,63.701225,26.809193,64.898254,105.34621,31.370918,25.18188,8.2648945,33.745693,39.635914,2.5930855,34.435345,47.044117,81.89179,17.6666
layer_9,39.779243,12.500281,27.21873,7.0574374,20.445265,27.1561,5.4384327,71.0782,39.523277,30.772438,8.029914,20.118748,44.91007,16.5516,48.735287,28.348295,71.46828,35.718624,50.126057,16.640995,106.78444,48.423466,42.59195,63.043392
layer_10,17.66051,45.84831,43.328384,19.14765,22.62204,7.791884,35.202885,30.556307,53.54116,49.44642,19.511646,12.711796,13.131984,53.525215,31.358295,41.547844,43.815273,34.902916,34.055332,21.068407,68.58364,8.010609,68.10942,70.815445
layer_11,25.996067,17.45577,8.572788,14.103804,33.329018,23.347649,29.19922,6.1427608,21.262304,20.054668,3.571236,4.64174,9.744117,0.39011765,16.1531,20.138987,38.643505,8.359629,0.68875605,4.631068,0.3173709,22.17579,61.899063,19.586191
layer_12,0.2079727,0.32868698,1.1674153,0.29947698,0.3980236,0.14865477,0.40859455,3.8453012,0.20894244,0.18615834,3.490057,0.425256,1.7189226,0.44548604,0.23109,0.35810098,0.49283564,0.19741966,0.19116697,10.8539295,0.252249,0.20508963,0.29203683,0.53723645
layer_13,26.56569,43.283375,36.754406,31.158865,63.171024,37.546787,17.559875,6.29231,60.563614,16.157606,13.025391,207.60307,118.85422,76.38581,58.24469,70.599724,38.51055,44.409935,12.22064,12.262851,19.936268,25.802895,21.783516,27.415878
layer_14,86.89567,6.116156,14.941239,28.804344,34.35861,14.2169,91.16317,22.182564,24.391459,44.07112,5.3333416,36.674324,38.33458,36.972008,35.524685,6.66042,45.169815,30.399961,45.075283,32.862995,18.402863,37.72934,42.554657,9.006324
layer_15,26.657774,18.859999,9.588429,50.968704,47.10027,13.794018,41.24452,94.98476,43.545456,30.383884,40.07385,43.837063,15.2547245,30.880552,27.67557,35.050804,44.36855,31.830366,31.804249,15.599339,29.702936,25.334612,26.657797,38.818653
layer_16,15.866643,29.640217,11.12426,39.96613,35.790634,113.408035,20.216866,43.685966,37.78625,49.38428,16.696848,26.305416,27.040106,5.4972034,21.501755,8.573954,22.74326,22.576586,24.506523,59.21319,121.49302,25.509695,49.003014,17.32417
layer_17,22.13876,50.36565,45.144398,15.080775,33.127026,36.01818,25.781973,25.40129,34.635914,9.276159,45.634754,39.69714,21.376528,17.950481,24.138916,10.055805,74.21283,36.424248,61.1075,28.988953,23.168388,48.132847,46.79629,40.601097
layer_18,102.0785,61.235374,44.61977,31.388042,10.668259,25.979961,25.855923,56.556072,81.89101,35.195366,48.59714,19.87962,10.327052,21.792276,23.654104,37.417336,31.905758,3.7785795,31.239588,27.382814,50.70163,39.436306,17.850441,20.945393
layer_19,90.86481,14.110353,24.675919,29.399721,28.162031,14.332333,33.13923,33.82308,15.925341,38.365116,34.305237,55.71833,23.780071,55.989464,11.97476,33.86737,22.36626,20.648258,26.867376,10.140109,28.36272,32.922005,24.720778,29.678053
layer_20,8.796198,17.894655,6.5797157,28.892641,33.94925,17.349247,31.35194,36.178875,33.93449,15.182314,27.832968,29.228119,47.730774,28.860455,28.439943,19.839714,8.066092,13.328521,20.290184,8.184408,13.334291,43.439625,35.584873,11.789299
layer_21,37.024807,6.665943,15.644999,6.037512,7.35473,16.604118,6.5030236,52.165073,30.768919,17.767275,8.4918375,23.633862,29.159317,9.572971,40.457813,12.307863,30.963354,31.104269,29.677616,11.518616,72.97545,33.93805,24.47495,34.447105
layer_22,10.487667,13.161263,11.061358,6.9082904,11.5734625,12.06477,21.41725,9.232753,45.38794,11.972044,12.614006,7.913776,10.350114,18.16544,20.549757,38.71457,31.589188,35.584927,10.630338,8.597693,26.36336,7.2942863,33.07286,43.79149
layer_23,116.60781,28.115082,23.100533,28.467072,29.928995,20.512392,16.401077,17.49434,25.80062,31.887697,5.876591,4.7166038,21.18489,6.197055,15.67595,31.055578,34.46589,11.838159,3.24261,25.63715,0.216741,37.466522,17.717855,17.463146
