,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,126,125,185,81,185,81,3,2,176,2,40,63
layer_1,103,4,0,0,0,0,0,0,0,0,6,0
layer_2,0,0,1,0,0,1,0,114,0,4,0,0
layer_3,0,2,0,0,0,2,0,0,0,0,0,5
layer_4,2,0,32,0,0,0,0,0,0,0,0,0
layer_5,0,0,0,0,0,1,139,0,0,0,1,0
layer_6,0,176,9,0,0,0,1,4,9,0,1,0
layer_7,0,0,0,0,16,1,0,3,0,330,0,301
layer_8,29,8,207,5,21,2,0,0,99,122,0,9
layer_9,0,0,0,2,0,0,11,0,1,76,0,0
layer_10,29,0,58,54,5,53,84,126,0,1,1,0
layer_11,224,218,1,95,88,242,3,184,212,203,278,372
