,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,70,8,5,1,82,16,45,54,251,54,185,126
layer_1,4,26,8,0,0,105,0,6,0,1,4,14
layer_2,107,4,1,0,31,0,5,39,2,101,14,13
layer_3,12,1,0,226,53,0,2,0,4,42,1,1
layer_4,22,14,0,6,15,58,5,0,31,1,0,23
layer_5,135,0,0,0,2,5,0,0,0,62,2,0
layer_6,0,0,0,0,1,3,7,1,0,4,0,0
layer_7,1,2,46,0,2,96,0,0,84,1,228,0
layer_8,0,0,7,4,0,0,0,0,1,130,1,1
layer_9,2,0,79,1,0,7,1,98,28,16,0,5
layer_10,3,0,59,0,0,0,35,0,19,0,70,0
layer_11,0,1,1,0,0,1,0,0,35,6,0,0
