,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.38386226,0.3478075,0.3462764,0.17856179,0.37438846,0.4340889,0.4342626,0.0036095043,0.43715355,0.37889314,0.6186864,0.34847072,0.28236824,0.3605533,0.3501477,0.27181506,0.39547804,0.417018,0.52209187,0.2308438,0.41723385,0.34449106,0.26567918,0.26412076,0.44014478,0.2059592,0.43758476,0.23923503,0.31618312,0.19337012,0.37012324,0.44924915
layer_1,0.4237152,0.3856752,0.27687642,0.2740641,0.19726737,0.24567716,0.5798736,0.09218609,0.2934717,0.22458433,0.18736969,0.2816848,0.35952264,0.24932623,0.3768991,0.47695914,0.64687645,0.27546552,0.07562613,0.6043937,0.22985312,0.257481,0.1037923,0.2881834,0.4202292,0.48645815,0.20441693,0.23967597,0.2575801,0.22606175,0.036420338,0.41654631
layer_2,0.035239615,0.034844164,0.031372495,0.03400665,0.028927721,0.033418495,0.03084146,0.016654741,0.034218553,0.03350724,0.0276516,0.031443525,0.03069001,0.032515418,0.020649573,0.0015890049,0.03849751,0.03182923,0.041053623,0.034432862,0.0325715,0.029538095,0.014099363,0.0025972435,0.032275036,0.0036137642,0.031107208,0.0066390317,0.03125588,0.031515937,0.04757156,0.029619433
layer_3,0.035083704,0.030542245,0.033509273,0.0061791553,0.0126071125,0.020962805,0.023692215,0.033409975,0.020182798,0.00057181565,0.037906438,0.007833688,0.021564743,0.020305187,0.02849442,0.022589993,0.015330378,0.0015806445,0.053230852,0.032880444,0.01725448,0.0010540101,0.014999664,0.032343682,0.027726095,0.0010489668,0.041762583,0.0010489668,0.004212838,0.0021505386,0.0090825325,0.034661792
layer_4,0.034281086,0.0,0.0026268435,0.0392106,0.015399978,0.0050789653,0.024771277,0.031625032,0.025203688,0.006356565,0.011969099,0.37265015,0.004706164,0.012549043,0.006194213,0.05846531,0.04670694,0.000582607,0.014170159,0.020054076,0.001643863,0.0,0.00682754,0.0027619337,0.023107585,0.009628221,0.009766276,0.015602585,0.14945127,0.002796908,0.06249102,0.008910699
layer_5,0.008452036,0.009285071,0.0095031485,0.025407832,0.00787659,0.0068239328,0.004827663,0.00636458,0.014454362,0.02496553,0.021750364,0.008765311,0.00778425,0.039516337,0.027243864,0.80111516,0.01895834,0.009926323,0.26531246,0.0077300905,0.002163366,0.034489073,0.00880494,0.0031252948,0.11070057,0.004846876,0.026445648,0.029245546,0.02518448,0.008492401,0.018637111,0.0051240805
layer_6,0.016512861,0.016377192,0.018594055,0.030222505,0.004742392,0.016848339,0.003176519,0.03601778,0.0055171344,0.019480128,0.020673255,0.026610563,0.0036150082,0.0064745224,0.029198432,0.009506476,0.014516309,0.013805674,0.0048788255,0.029044272,0.00050929474,0.0026050722,0.018630546,0.01743892,0.0061345426,0.0054238164,0.016853923,0.016487598,0.016982283,0.004517136,0.009054724,0.027146192
layer_7,0.006340205,0.008704771,0.0026607097,0.004855041,0.008595848,0.018303724,0.039631255,0.038005456,0.07279642,0.044409405,0.0029994075,0.048134465,0.012174024,0.015843708,0.0035968567,0.0066969306,0.013622714,0.008962791,0.02286715,0.0077460464,0.0062298086,0.017654607,0.009007492,0.0026025479,0.12958486,0.008612691,0.013226472,0.005396553,0.013340999,0.019591948,0.02438346,0.019127505
layer_8,0.0025149337,0.09666344,0.024394274,0.0041093514,0.0031259826,0.0114636095,0.023573022,0.008049118,0.0051684054,0.008884541,0.024295608,0.014127174,0.004869726,0.015121365,0.0015574608,0.09970063,0.013212644,0.01864671,0.013353593,0.009252347,0.023188507,0.05208901,0.0026028608,0.010769508,0.007125622,0.0031739597,0.004166376,0.038415793,0.008392201,0.1272365,0.03674821,0.00272959
layer_9,0.003083891,0.037619293,0.33127883,0.0069648875,0.011690965,0.027343003,0.010991349,0.023997534,0.006811023,0.01957994,0.058818646,0.018133119,0.008504309,0.00904059,0.015291775,0.008528741,0.12850994,0.009992483,0.034305234,0.03248918,0.01901872,0.026812108,0.0049363743,0.0010301013,0.0100927735,0.006211678,0.007085187,0.23950224,0.019784847,0.0075719454,0.03186492,0.08753696
