,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,29,39,41,94,39,39,43,30,61,22,72,43,37,31,43,47
layer_1,28,5,13,11,32,15,9,11,17,8,21,26,38,104,16,4
layer_2,15,10,21,79,81,28,38,27,28,34,44,28,21,71,17,72
layer_3,2,5,2,9,2,26,2,2,2,2,2,2,2,2,2,3
layer_4,2,2,2,2,2,4,2,40,2,2,2,5,2,2,2,2
layer_5,21,2,19,2,2,4,3,2,2,2,2,2,2,2,2,23
layer_6,3,21,2,2,2,3,2,2,2,2,2,2,2,2,2,2
layer_7,2,34,2,2,2,2,2,2,2,2,2,39,2,12,2,3
layer_8,2,2,2,2,2,2,3,2,2,2,2,2,17,2,2,2
layer_9,2,2,2,2,2,3,2,2,2,8,2,2,2,10,3,2
layer_10,2,2,2,2,3,2,2,2,2,3,2,14,2,2,2,1
layer_11,2,4,2,2,10,3,2,2,3,2,2,41,5,2,8,2
layer_12,2,2,2,2,2,2,2,16,2,2,2,2,2,7,2,2
layer_13,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3
layer_14,2,2,2,2,2,2,2,2,12,23,2,2,4,2,2,2
layer_15,2,5,6,2,2,2,2,2,2,2,2,4,2,35,2,2
layer_16,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2
layer_17,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
layer_18,2,2,2,2,2,2,2,2,2,5,2,12,3,2,2,2
layer_19,2,2,3,2,13,2,2,2,2,2,2,2,2,2,2,2
layer_20,2,2,2,5,2,2,2,2,2,2,2,2,2,2,10,3
layer_21,2,2,2,2,2,2,2,2,2,2,2,2,11,2,2,2
layer_22,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2
layer_23,3,2,2,2,2,4,2,2,3,2,3,2,2,2,2,2
layer_24,2,2,3,2,2,2,2,4,2,2,2,2,14,2,2,2
layer_25,2,3,2,3,2,2,19,2,2,2,2,2,2,2,2,2
layer_26,2,2,2,2,2,3,2,2,2,2,19,2,2,2,2,3
layer_27,2,2,5,14,2,3,2,2,2,2,2,2,2,2,2,2
