,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,34,48,72,99,12,126,180,50,25,121,9,137,81,101,11,65
layer_1,40,80,69,122,40,52,46,62,60,43,39,35,53,78,27,37
layer_2,45,64,59,34,66,70,49,84,46,6,43,42,74,24,25,42
layer_3,119,26,150,63,76,172,12,42,45,20,29,9,43,49,45,21
layer_4,67,134,39,82,123,126,225,66,71,48,65,26,52,42,57,26
layer_5,40,61,191,57,57,61,101,43,55,52,52,51,53,53,52,52
layer_6,97,124,20,52,56,112,83,55,54,53,52,50,52,52,52,51
layer_7,69,141,60,226,4,123,59,56,88,52,49,45,52,52,52,52
layer_8,88,2,116,129,41,64,56,50,63,52,52,52,52,52,52,52
layer_9,108,170,7,42,65,56,50,52,50,52,52,52,52,51,52,52
layer_10,96,145,54,72,78,85,55,61,49,56,52,51,52,52,50,52
layer_11,46,112,58,169,58,94,51,51,52,52,53,52,52,52,50,52
layer_12,136,83,73,103,57,75,53,63,52,52,52,53,52,52,52,52
layer_13,86,139,54,85,53,56,53,51,55,54,53,53,52,52,55,52
layer_14,69,90,56,102,55,78,52,52,53,53,52,52,52,52,52,52
layer_15,109,115,58,76,55,51,93,54,51,53,64,52,52,52,52,53
layer_16,112,35,52,55,56,87,52,55,52,52,52,52,52,52,52,52
layer_17,13,86,156,91,56,53,53,81,51,52,52,52,52,51,52,52
layer_18,87,57,74,69,60,50,52,52,51,51,52,52,52,52,52,52
layer_19,1,57,82,58,52,61,58,52,50,52,51,52,54,52,52,52
layer_20,40,29,22,48,56,46,52,56,50,51,52,52,53,52,52,52
layer_21,30,98,10,28,51,47,52,52,31,50,52,52,52,52,52,56
layer_22,6,1,22,34,43,35,42,43,51,52,52,52,21,52,52,52
layer_23,0,0,15,1,29,0,13,0,3,0,49,48,53,49,51,38
