,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,31.0,28.0,28.0,27.0,22.0,24.0,31.0,37.0,21.0,17.0,28.0,28.0,23.0,35.0,24.0,27.0
layer_1,37.0,15.0,23.0,18.0,34.0,16.0,19.0,12.0,22.0,26.0,31.0,28.0,34.0,23.0,18.0,24.0
layer_2,19.0,25.0,21.0,35.0,24.0,34.0,14.0,38.0,34.0,19.0,31.0,37.0,30.0,36.0,13.0,42.0
layer_3,10.0,17.0,10.0,10.0,10.0,35.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
layer_5,16.0,10.0,22.0,10.0,10.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_6,13.0,41.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_7,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,17.0,10.0,10.0
layer_8,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0
layer_9,10.0,10.0,10.0,10.0,10.0,16.0,10.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_10,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
layer_11,10.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,10.0,10.0,10.0,29.0,11.0,10.0,10.0,10.0
layer_12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,11.0,10.0,10.0
layer_13,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0
layer_14,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_15,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,10.0
layer_16,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_17,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
layer_18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,11.0,10.0,36.0,10.0,10.0,10.0,10.0
layer_19,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_20,10.0,10.0,10.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,33.0,10.0
layer_21,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_23,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_24,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,16.0,9.0,10.0,10.0
layer_25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_26,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
layer_27,10.0,10.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
