,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,18.0,0.0,63.0,0.0,17.0,47.0,11.0,0.0,0.0,2.0,19.0,0.0
layer_1,7.0,20.0,1.0,0.0,0.0,26.0,2.0,9.0,16.0,16.0,45.0,0.0
layer_2,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,0.0,1.0,0.0,1.0,11.0,23.0,0.0,0.0,46.0,0.0,0.0,0.0
layer_4,2.0,34.0,34.0,1.0,40.0,145.0,14.0,35.0,17.0,0.0,43.0,48.0
layer_5,11.0,0.0,1.0,0.0,0.0,30.0,1.0,0.0,18.0,12.0,5.0,41.0
layer_6,22.0,2.0,157.0,2.0,3.0,97.0,29.0,0.0,2.0,0.0,0.0,1.0
layer_7,61.0,0.0,0.0,57.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0
layer_8,65.0,1.0,57.0,2.0,32.0,262.0,0.0,9.0,24.0,2.0,13.0,61.0
layer_9,0.0,4.0,9.0,0.0,0.0,74.0,0.0,59.0,42.0,8.0,128.0,4.0
layer_10,1.0,0.0,43.0,1.0,114.0,0.0,24.0,4.0,0.0,12.0,0.0,54.0
layer_11,67.0,20.0,19.0,35.0,2.0,88.0,249.0,124.0,86.0,109.0,102.0,6.0
