,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,9.0,1.0,114.0,13.0,16.0,0.0,9.0,0.0,0.0,0.0,24.0,1.0
layer_1,0.0,45.0,181.0,0.0,0.0,12.0,76.0,0.0,3.0,112.0,26.0,0.0
layer_2,0.0,0.0,0.0,0.0,5.0,53.0,0.0,0.0,11.0,114.0,0.0,0.0
layer_3,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
layer_4,148.0,13.0,0.0,2.0,56.0,62.0,171.0,2.0,40.0,105.0,4.0,5.0
layer_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
layer_6,0.0,7.0,3.0,61.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0
layer_7,1.0,0.0,0.0,47.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,0.0,0.0,0.0,90.0,13.0,0.0,3.0,57.0,1.0,19.0,8.0
layer_9,0.0,20.0,0.0,2.0,0.0,92.0,0.0,1.0,134.0,0.0,0.0,2.0
layer_10,5.0,0.0,128.0,52.0,25.0,2.0,2.0,0.0,162.0,50.0,0.0,31.0
layer_11,88.0,78.0,63.0,6.0,220.0,11.0,39.0,2.0,193.0,1.0,37.0,5.0
