,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,266,1067,4223,2365,1223,338,3,0,417,3989,943,4223
layer_1,2012,1470,0,0,4222,130,85,512,87,82,11,1465
layer_2,145,1623,881,156,5,404,24,79,572,944,3018,1045
layer_3,3,173,2879,1752,7,82,169,22,16,176,7,249
layer_4,82,1299,3314,82,2,8,155,307,419,54,31,1488
layer_5,1115,1826,449,459,396,662,68,1,13,1781,1,1582
layer_6,2091,2544,1188,213,2284,1852,529,1534,80,216,22,9
layer_7,833,46,225,141,111,2377,29,1383,93,1769,246,1624
layer_8,22,2640,221,20,235,3,252,192,9,59,64,1260
layer_9,466,1048,356,249,962,754,1149,702,359,497,829,604
layer_10,314,344,295,313,418,287,350,373,300,530,726,422
layer_11,384,419,332,267,305,308,340,422,329,317,319,275
