,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10,22,18,17,22,17,2,0,16,11,9,18
layer_1,29,2,0,0,16,3,0,8,60,7,0,3
layer_2,6,22,17,2,0,16,1,35,14,11,18,24
layer_3,0,3,9,27,0,8,5,0,52,9,0,9
layer_4,2,27,17,47,0,0,3,10,20,1,7,32
layer_5,28,26,15,29,21,24,6,0,1,31,0,27
layer_6,21,15,21,20,22,24,16,31,0,20,0,2
layer_7,17,13,8,28,8,27,28,29,20,33,33,31
layer_8,0,25,10,0,10,0,3,37,0,4,3,17
layer_9,13,26,13,10,21,25,28,25,17,19,27,16
layer_10,9,7,9,9,11,7,8,12,11,16,18,10
layer_11,19,18,12,10,11,11,15,22,16,12,13,10
