,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,636,0,0,0,0,775,162,440,0,157,3,139
layer_1,61,241,0,118,0,0,42,3,0,150,145,0
layer_2,185,0,202,0,0,0,0,115,0,35,159,79
layer_3,0,127,0,0,5,0,0,0,255,0,1,145
layer_4,0,722,0,0,0,0,395,0,0,0,0,0
layer_5,0,52,0,0,679,114,0,148,0,0,0,0
layer_6,0,8,0,266,0,0,0,0,0,147,0,312
layer_7,267,0,0,173,416,103,0,0,116,0,0,364
layer_8,125,177,52,289,138,170,304,342,267,14,52,0
layer_9,0,24,0,160,0,0,0,0,0,151,0,0
layer_10,28,153,139,20,2,362,199,116,14,92,0,209
layer_11,166,120,137,5,0,186,272,162,166,147,162,69
