,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,275.0,60.0,348.0,568.0,178.0,75.0,259.0,181.0,701.0,227.0,608.0,679.0
layer_1,34.0,41.0,43.0,1.0,10.0,39.0,1.0,45.0,1.0,0.0,8.0,55.0
layer_2,592.0,28.0,0.0,0.0,29.0,3.0,80.0,27.0,1.0,592.0,30.0,22.0
layer_3,14.0,1.0,13.0,216.0,56.0,321.0,0.0,0.0,16.0,81.0,20.0,191.0
layer_4,55.0,40.0,0.0,0.0,18.0,153.0,40.0,12.0,2.0,1.0,2.0,30.0
layer_5,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,173.0,1.0
layer_6,0.0,1.0,1.0,1.0,58.0,5.0,9.0,0.0,0.0,466.0,0.0,563.0
layer_7,12.0,0.0,207.0,0.0,564.0,118.0,0.0,0.0,35.0,160.0,324.0,0.0
layer_8,0.0,0.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,138.0,27.0,2.0
layer_9,2.0,1.0,10.0,3.0,0.0,37.0,0.0,71.0,40.0,2.0,0.0,0.0
layer_10,2.0,0.0,143.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0,40.0,0.0
layer_11,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,284.0,7.0,1.0,1.0
