,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,2,6,9,8,7,8,6,6,3,3,4,6,6,6,2,4
layer_1,14,15,11,12,4,1,6,5,2,2,4,2,2,2,1,1
layer_2,14,16,6,3,3,1,8,1,4,1,1,2,3,2,1,2
layer_3,14,16,7,8,4,6,3,3,1,1,2,2,1,2,1,2
layer_4,15,18,14,12,7,10,10,2,2,4,3,1,2,1,3,3
layer_5,14,14,11,15,8,11,3,3,5,3,3,3,3,3,3,3
layer_6,4,14,15,21,5,4,4,4,3,3,3,3,3,3,3,3
layer_7,15,15,11,4,6,10,9,5,3,7,4,8,3,3,3,3
layer_8,15,8,12,18,8,6,3,3,3,3,3,3,3,3,3,3
layer_9,16,3,3,11,4,3,14,3,3,3,3,3,3,3,3,3
layer_10,14,16,6,4,8,4,10,3,3,3,3,3,3,3,3,3
layer_11,18,5,7,4,3,7,3,4,3,3,3,3,3,3,3,3
layer_12,13,11,11,13,4,3,3,3,3,4,3,3,3,3,3,3
layer_13,16,5,5,13,4,3,3,3,5,3,4,3,3,3,3,3
layer_14,11,13,4,2,4,6,3,3,10,3,3,3,3,3,3,3
layer_15,15,14,11,4,2,3,4,3,4,3,3,3,3,3,3,3
layer_16,17,10,3,9,3,6,3,3,3,3,3,3,3,3,3,3
layer_17,17,13,7,9,9,4,4,3,3,4,3,3,3,3,3,3
layer_18,14,11,5,4,3,2,3,2,3,3,3,3,3,3,3,3
layer_19,14,13,11,10,3,5,8,3,3,2,3,3,3,3,3,3
layer_20,14,9,8,3,8,7,3,5,9,3,3,3,3,3,3,3
layer_21,12,11,10,8,3,3,8,3,8,3,3,3,3,3,4,4
layer_22,12,13,11,9,12,14,11,6,3,5,3,3,3,3,3,11
layer_23,12,11,10,11,12,13,13,12,6,10,4,5,3,3,4,4
