,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,165.0,17.0,178.0,37.0,46.0,0.0,42.0,178.0,150.0,84.0,291.0,10.0
layer_1,190.0,174.0,1.0,15.0,1.0,60.0,25.0,92.0,0.0,360.0,0.0,2.0
layer_2,4.0,0.0,187.0,11.0,0.0,1.0,256.0,13.0,0.0,192.0,3.0,0.0
layer_3,14.0,22.0,53.0,1.0,1.0,3.0,13.0,0.0,25.0,10.0,1.0,11.0
layer_4,36.0,162.0,1.0,30.0,32.0,0.0,0.0,0.0,233.0,1.0,0.0,0.0
layer_5,68.0,1.0,1.0,138.0,21.0,53.0,2.0,582.0,77.0,4.0,3.0,0.0
layer_6,2.0,212.0,22.0,381.0,0.0,0.0,148.0,17.0,400.0,0.0,176.0,26.0
layer_7,1.0,49.0,79.0,116.0,4.0,66.0,5.0,2.0,116.0,0.0,9.0,186.0
layer_8,82.0,8.0,2.0,101.0,0.0,6.0,531.0,277.0,177.0,11.0,2.0,23.0
layer_9,28.0,3.0,36.0,583.0,0.0,8.0,16.0,1.0,209.0,92.0,0.0,48.0
layer_10,145.0,0.0,3.0,51.0,57.0,459.0,9.0,21.0,0.0,250.0,9.0,0.0
layer_11,294.0,254.0,0.0,251.0,412.0,111.0,2.0,9.0,8.0,129.0,233.0,475.0
