,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1350,242,1008,1,834,200,225,393,513,348,242,415
layer_1,48,199,114,69,427,394,313,684,83,1,82,15
layer_2,169,286,734,36,965,8,1,31,21,734,1106,0
layer_3,4,289,29,24,492,997,161,264,17,524,613,785
layer_4,232,173,196,660,2,13,28,759,51,101,3,591
layer_5,4,15,51,0,431,998,596,1008,13,69,2,872
layer_6,457,143,205,953,398,13,6,1,527,378,325,271
layer_7,934,62,32,70,83,527,129,18,143,740,11,129
layer_8,1,30,293,44,184,51,0,6,380,88,11,0
layer_9,1,16,154,213,91,297,4,42,3,11,67,83
layer_10,168,1,0,0,9,0,8,8,1,0,2,2
layer_11,0,0,1,0,0,1,0,0,0,1,3,0
