,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1.0,116.0,0.0,2.0,82.0,73.0,1113.0,44.0,0.0,1220.0,0.0,1.0
layer_1,1.0,0.0,0.0,5.0,0.0,1936.0,1110.0,0.0,2.0,0.0,840.0,0.0
layer_2,4.0,0.0,54.0,380.0,6.0,32.0,54.0,5.0,2.0,1.0,30.0,2.0
layer_3,90.0,0.0,5.0,680.0,1.0,2.0,0.0,0.0,0.0,752.0,8.0,5.0
layer_4,0.0,2.0,0.0,0.0,14.0,8.0,9.0,1111.0,3.0,1160.0,16.0,2279.0
layer_5,0.0,10.0,0.0,218.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,10.0
layer_6,1914.0,0.0,109.0,3.0,1.0,0.0,1117.0,13.0,1.0,0.0,150.0,11.0
layer_7,179.0,1026.0,245.0,459.0,1114.0,345.0,1.0,71.0,230.0,1101.0,266.0,2.0
layer_8,357.0,1216.0,282.0,1230.0,37.0,9.0,89.0,256.0,1287.0,1041.0,5.0,2623.0
layer_9,101.0,51.0,34.0,1058.0,15.0,1.0,65.0,1404.0,304.0,1.0,309.0,721.0
layer_10,93.0,0.0,4.0,416.0,23.0,304.0,2.0,873.0,6.0,286.0,3.0,48.0
layer_11,0.0,0.0,29.0,0.0,1.0,921.0,26.0,38.0,0.0,139.0,0.0,502.0
