,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,8.669266,5.259204,4.427682,2.7723377,8.380244,7.182775,7.9680295,7.7727346,11.852202,8.101183,8.601648,10.049318
layer_1,4.281593,2.4178128,3.7670703,2.3074484,0.444032,8.497524,0.47208387,4.2493234,3.5950284,4.128598,2.3077595,3.3352509
layer_2,6.8585815,2.1189868,1.6576694,4.171792,5.91262,2.47137,1.673892,7.326585,1.8785347,6.8586683,3.7082198,2.591437
layer_3,1.2911155,3.3366103,2.763193,6.156585,7.162182,0.31739068,2.2440338,2.5885077,3.1064603,2.3046489,2.4497066,1.7335893
layer_4,6.8796115,5.8285275,0.46848384,0.92179376,6.4472437,5.0526824,2.6974907,1.08534,7.6721306,6.042577,1.8362099,1.8269308
layer_5,5.515573,0.4635729,2.1883662,1.4769545,6.25891,5.015622,0.35813522,0.15664378,2.5097814,4.539232,1.8237383,2.6704686
layer_6,0.60731953,1.9594206,1.4201294,0.5729458,3.2758954,1.7697042,1.9813328,4.7620754,2.8606503,3.427231,1.0991304,0.7992343
layer_7,4.3720803,0.8986112,2.7916586,0.044175837,1.5563632,8.540778,0.6028686,0.08380895,4.8793206,2.464007,6.183369,0.31355152
layer_8,0.47604233,2.764841,2.4556556,2.4756222,0.27104703,0.2642061,1.0108317,3.7958314,4.500443,7.6005626,2.2065864,0.69930816
layer_9,4.6897473,1.1014278,10.396637,1.433672,0.43171582,5.6531334,2.3045106,7.8565607,6.563501,5.0977073,0.632194,6.4146714
layer_10,2.6839087,2.6422436,9.494427,3.466999,0.5544616,2.1560996,9.66047,3.8335679,4.725495,3.0968757,3.502795,0.6673087
layer_11,0.060642503,0.80489,5.273434,4.618068,6.5493145,6.175534,0.466892,3.4436305,8.678695,2.476551,0.2529998,0.29477438
