,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,14,206,12,0,2,4,0,0,23,3,0,0,5,5,0,134,0,152,1,4,0,16,0,0
layer_1,1,1,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
layer_2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,3,3,1,0,0
layer_3,0,0,22,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,44,0,53
layer_4,0,1,0,34,0,36,1,5,0,0,0,23,0,19,0,0,1,5,0,21,0,0,1,14
layer_5,0,6,2,0,0,0,0,0,5,6,40,21,11,1,0,0,0,0,0,1,0,0,3,60
layer_6,32,0,0,0,0,119,10,12,13,48,0,9,18,0,9,3,2,42,0,0,1,2,93,151
layer_7,4,61,0,2,0,0,0,4,139,65,40,1,0,28,3,0,4,0,3,1,4,16,25,0
layer_8,1,0,8,2,41,74,0,0,0,5,6,66,0,0,23,111,0,1,21,0,0,2,19,1
layer_9,0,33,10,0,0,0,24,22,55,0,3,1,0,0,2,0,0,0,45,1,73,0,1,4
layer_10,9,5,0,0,0,0,0,35,0,0,0,0,69,25,73,0,6,0,1,2,0,0,0,0
layer_11,3,0,0,11,1,7,0,2,12,26,1,3,40,40,65,0,29,26,91,72,6,37,5,21
layer_12,1,10,1,0,0,53,22,15,1,6,6,3,1,0,4,0,5,8,13,0,2,2,32,45
layer_13,2,10,2,5,2,2,162,53,18,58,1,15,0,1,1,11,1,2,5,38,1,0,0,2
layer_14,174,0,2,66,20,74,2,9,1,19,24,2,4,1,0,4,10,21,0,10,6,8,4,11
layer_15,0,1,12,39,13,2,0,0,40,8,42,25,1,0,8,12,0,33,2,0,0,4,4,16
layer_16,1,6,0,0,4,0,28,1,0,4,4,2,1,0,1,0,0,1,3,31,8,6,2,5
layer_17,21,0,1,0,0,13,25,0,0,3,0,1,0,5,0,32,2,1,0,1,1,0,0,0
layer_18,0,2,0,0,0,0,0,3,0,1,0,1,0,0,0,1,3,1,0,0,6,5,3,0
layer_19,32,13,0,5,5,2,2,6,0,1,0,5,0,1,0,0,1,0,1,2,1,0,0,0
layer_20,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,1,0,1,17,0,7
layer_21,72,2,4,0,0,0,0,0,0,4,0,26,1,0,0,0,0,0,0,1,0,2,0,4
layer_22,0,0,0,0,0,0,0,0,27,0,1,0,0,1,6,0,1,9,0,0,0,0,0,1
layer_23,0,0,1,3,35,38,0,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,0,9
layer_24,1,2,1,0,0,0,9,27,1,1,3,2,6,1,40,0,0,0,0,0,0,0,0,0
layer_25,0,6,0,29,6,0,2,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,5
layer_26,2,1,1,4,3,7,0,1,0,0,0,0,30,20,2,7,1,6,2,5,2,0,1,0
layer_27,5,3,0,0,4,15,0,2,1,1,0,2,1,0,0,0,0,0,1,2,2,4,0,4
