,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,74.0,82.0,74.0,71.0,90.0,62.0,80.0,42.0,83.0,80.0,91.0,58.0
layer_1,51.0,25.0,96.0,26.0,35.0,53.0,40.0,53.0,28.0,27.0,95.0,58.0
layer_2,17.0,26.0,6.0,12.0,15.0,11.0,25.0,67.0,30.0,79.0,104.0,26.0
layer_3,28.0,26.0,5.0,23.0,26.0,26.0,22.0,51.0,5.0,26.0,26.0,25.0
layer_4,26.0,21.0,26.0,26.0,26.0,26.0,26.0,41.0,26.0,26.0,26.0,0.0
layer_5,26.0,27.0,26.0,27.0,24.0,31.0,25.0,26.0,26.0,26.0,26.0,26.0
layer_6,24.0,26.0,26.0,26.0,42.0,26.0,26.0,26.0,23.0,28.0,26.0,26.0
layer_7,7.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,26.0,30.0,26.0
layer_8,26.0,26.0,26.0,26.0,26.0,26.0,37.0,25.0,26.0,26.0,26.0,26.0
layer_9,26.0,26.0,26.0,27.0,26.0,26.0,26.0,26.0,44.0,26.0,26.0,26.0
layer_10,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
layer_11,27.0,26.0,26.0,26.0,26.0,30.0,26.0,26.0,72.0,26.0,26.0,26.0
