,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,152,110,143,111,77,62,91,85,81,121,129,53,135,91,72,55,114,87,33,83,88,89,64,116,45,79,142,127,58,47,100,133,89,134,69,91,102,125,158,142,92,98,243,91,84,150,77,37,144,128,69,95,127,115,126,91,130,110,54,41,111,105,111,164,64,97,99,42,141,66,55
layer_1,42,113,53,39,55,48,89,171,25,111,53,101,47,37,85,41,52,59,79,65,49,45,53,58,56,47,52,54,95,70,64,51,98,42,116,46,63,81,89,83,70,40,50,45,58,40,33,46,123,54,53,47,36,42,41,73,50,65,63,69,39,61,42,81,47,50,58,34,121,63,75
layer_2,36,89,52,55,18,225,21,40,28,30,156,34,85,67,27,19,87,31,47,109,79,91,23,44,31,28,47,47,43,18,19,46,35,26,69,75,24,23,63,79,119,39,43,25,72,26,38,25,28,24,21,12,98,44,14,74,26,151,34,30,43,60,28,47,41,32,43,19,73,27,25
layer_3,17,15,17,61,112,142,23,32,14,25,27,33,28,66,84,19,21,17,24,30,46,38,17,24,23,156,48,109,20,80,69,75,18,43,19,141,28,20,125,31,81,17,27,26,19,22,17,17,115,26,39,62,17,194,32,15,65,173,72,38,138,20,21,24,19,78,30,19,19,49,16
layer_4,20,24,19,81,21,20,22,20,20,20,20,21,20,21,20,20,23,20,20,20,20,20,20,20,20,20,20,64,20,20,35,20,20,20,20,20,23,20,20,20,21,20,20,24,21,60,20,20,20,20,20,20,20,20,27,20,20,20,20,20,23,20,20,20,20,20,20,18,26,20,20
layer_5,20,20,20,20,20,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,24,20,20,20,20,20,20,20,20,20,21,20,22,20,23,29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,92,20,20,20,21,20,28,20,20,20,20,20,20,20,20,20,20,20,20,20
layer_6,20,20,20,23,20,21,27,19,21,20,24,20,20,20,20,20,21,20,23,28,21,20,21,20,25,25,25,20,20,20,20,20,20,22,21,27,57,20,21,20,21,20,23,23,20,46,20,20,123,20,20,20,22,20,34,28,20,20,22,117,20,22,20,20,23,20,20,20,22,20,33
layer_7,20,26,17,20,21,20,20,20,20,20,20,30,20,31,103,20,20,20,21,20,25,19,20,20,20,20,20,20,20,23,20,20,20,21,20,20,22,20,23,20,20,20,20,44,20,31,27,43,20,20,20,27,20,20,20,29,20,21,20,20,21,20,20,157,16,20,27,20,20,20,20
layer_8,23,20,20,20,21,20,23,20,20,20,21,21,22,20,22,20,20,39,20,20,24,20,20,21,25,21,21,35,184,35,33,29,40,25,21,32,21,23,20,36,24,20,20,20,20,20,25,20,19,24,24,20,20,22,20,35,20,20,26,21,20,20,30,20,23,19,25,19,20,29,20
layer_9,23,20,20,20,20,20,20,20,20,30,20,20,20,20,20,20,19,20,21,24,20,20,20,97,20,20,30,20,25,20,22,20,20,20,20,20,20,20,29,20,40,20,20,20,20,20,20,26,20,20,23,18,22,20,39,69,20,20,21,21,20,21,22,20,20,20,20,20,20,20,73
