,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,103.0,11.0,106.0,8.0,29.0,4.0,3.0,147.0,102.0,2.0,62.0,0.0
layer_1,5.0,31.0,147.0,0.0,151.0,47.0,10.0,0.0,3.0,22.0,28.0,56.0
layer_2,0.0,0.0,193.0,3.0,0.0,7.0,0.0,144.0,6.0,8.0,0.0,4.0
layer_3,219.0,0.0,45.0,38.0,0.0,0.0,7.0,0.0,0.0,91.0,0.0,4.0
layer_4,42.0,152.0,3.0,300.0,232.0,32.0,17.0,35.0,94.0,71.0,13.0,22.0
layer_5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,16.0
layer_6,0.0,191.0,2.0,148.0,0.0,0.0,0.0,0.0,1.0,160.0,24.0,1.0
layer_7,12.0,106.0,0.0,4.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
layer_8,0.0,4.0,0.0,0.0,200.0,6.0,0.0,1.0,278.0,0.0,9.0,1.0
layer_9,0.0,63.0,0.0,0.0,0.0,85.0,45.0,0.0,147.0,0.0,0.0,2.0
layer_10,0.0,0.0,282.0,44.0,3.0,31.0,4.0,1.0,40.0,212.0,61.0,49.0
layer_11,79.0,68.0,79.0,23.0,51.0,8.0,11.0,0.0,173.0,0.0,94.0,222.0
