,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,16.01915,4.6308517,12.509423,5.8171015,12.258892,8.070556,10.432674,5.0065694,8.596702,11.351082,19.415049,10.528869,10.973472,8.083869,8.370093,16.486694,12.995168,10.397806,11.483881,5.5760665,8.201645,11.433339,14.132727,0.9906103,14.180337,12.642526,15.90409,8.719677,4.0773134,9.247011,8.95686,4.020558,11.446031,13.303517,9.778418,10.013608,10.072161,15.546197,10.2692585,10.608592,10.43497,7.2393847,14.628695,15.148408,8.460286,11.742718,9.550712,8.296831,12.3731575,10.387418,8.25227,9.858275,11.792712,7.853769,14.507552,5.378868,11.251659,8.142582,9.156411,8.37155,12.354783,8.042423,10.693438,14.911171,5.5714746,9.537667,11.180671,8.473238,21.042322,4.91028,7.2340426
layer_1,4.368039,13.054167,17.4341,7.644919,5.2144966,4.670613,8.34629,19.971529,4.9266095,6.9517083,6.2964587,12.208061,7.1786094,6.9350166,8.217449,6.446814,7.1964135,7.322529,9.40336,6.537998,6.998998,3.697563,3.5826015,8.407651,5.593662,4.5712047,5.0899787,4.415786,9.0815525,0.9300862,6.7841005,2.542075,7.3694453,6.660528,0.90532804,11.326503,5.1145964,7.561971,9.753441,7.1932797,13.268769,4.828805,5.589661,5.185703,6.01589,8.138562,9.409444,6.0475335,13.438304,6.57847,7.213827,8.530917,6.586017,4.635714,12.239583,8.160501,4.1759315,9.80998,8.140048,1.3045132,13.550318,4.4834704,12.876913,10.856558,7.051295,6.6331797,6.3559513,8.91861,2.5692835,8.685141,5.0341277
layer_2,4.567747,7.703523,10.236046,8.460008,5.804648,15.711168,10.538275,8.808405,11.682624,8.371754,12.660766,7.3138485,10.69552,5.8767953,5.611223,6.120744,3.2721124,10.619913,8.507944,8.931416,8.062019,10.477413,8.932494,6.349954,8.510202,8.330144,5.924741,9.579673,5.5331516,7.2084227,8.518295,14.703113,5.603639,8.5082445,7.5691843,8.417156,4.250345,5.8465395,7.12803,6.695807,1.5991057,8.15643,24.68622,9.742566,14.423071,5.086854,7.249995,10.474479,3.837884,6.1421576,7.551458,5.6765804,14.024615,6.531365,6.392734,15.465116,6.6009455,17.447128,7.161983,10.139423,13.642214,3.3130677,7.261173,9.236789,7.731142,6.91262,9.974195,12.562419,7.8014812,6.4255624,5.518681
layer_3,7.152436,6.6439934,6.9715457,8.499005,8.288256,15.123871,5.6793528,8.771759,7.957781,8.607226,12.458348,7.774296,6.9610066,13.960593,10.550271,7.021573,6.2223053,6.595888,13.172796,6.6434383,7.0800214,6.269805,6.574343,5.59512,8.901121,26.6756,10.057643,14.148952,5.5304604,13.048271,11.831086,7.0981627,12.215724,6.8120103,6.9765296,6.0577707,12.849975,5.7847714,4.494172,6.41186,6.3522844,18.214027,7.5207553,5.0771866,7.956887,10.339187,7.0752974,10.038037,9.350618,8.065092,11.561273,7.6962175,8.563212,12.677821,8.651963,4.5262055,3.6594312,8.637338,12.960105,11.267598,11.973567,6.7364926,14.699778,33.91819,8.573046,7.483556,7.2871594,7.580114,3.9607646,9.282459,10.316072
layer_4,9.7288475,12.567378,8.610627,13.8430605,11.855648,8.055195,6.8175764,6.9130445,8.830349,8.303451,8.771144,7.1017876,9.754302,13.215868,8.253793,10.851273,8.57597,9.879313,8.978509,8.522054,8.870381,8.551007,9.736653,9.223974,7.9917765,9.002324,8.150481,10.286162,8.326686,9.218774,4.875836,8.535979,9.127841,8.073874,9.479653,9.563566,14.1143,11.150636,15.674126,8.277581,8.46135,11.165039,6.8827553,7.9790773,8.821853,15.953722,8.051002,10.131979,8.715424,8.930635,8.905279,8.379304,9.148747,8.166835,15.646319,8.290642,8.15041,8.707859,8.364999,11.58263,11.752258,8.034995,8.9015875,9.132933,7.899409,8.579378,8.159997,9.39183,9.478187,8.709404,7.6702795
layer_5,8.374224,8.01165,8.176837,8.015263,8.269889,8.004169,14.79034,7.9990783,12.370533,8.4572525,8.012163,8.002282,9.344988,8.012595,7.999923,8.988464,8.000782,9.566808,8.305027,10.19876,12.691826,8.298998,9.843811,13.278475,8.372901,17.75434,8.188732,8.48961,8.174601,8.701182,15.01677,9.433293,11.0904255,8.366144,10.674188,13.407393,7.7815185,10.559598,11.998183,8.000532,8.002225,9.398546,8.307402,8.003724,8.002557,8.476822,8.005137,8.085895,6.4943895,8.001235,9.0094185,9.1151905,8.049082,8.169812,9.38032,8.098248,9.828409,9.571579,8.718928,8.009051,8.381482,8.394979,8.924358,8.001854,8.003713,8.994402,8.003375,9.836422,8.083021,8.008912,8.000638
layer_6,9.987552,10.710556,8.14517,10.699709,8.426853,11.053008,9.234092,6.544064,11.012374,8.1705675,7.755207,7.4901924,8.917428,8.731129,9.243446,10.174599,8.222556,8.399956,9.9707365,14.056354,9.785797,8.433732,10.482276,8.681543,8.861592,11.385611,9.774798,8.878574,10.8083315,9.041382,9.405115,9.663047,8.189687,9.957112,9.942835,7.2274604,15.750022,8.649401,15.165153,12.143634,7.704796,8.581415,12.558906,8.641043,8.630201,8.412264,8.108005,9.107305,20.8694,13.244397,7.430735,8.295108,12.671561,10.588577,9.368775,9.433429,4.3817325,11.625985,8.2005825,20.63675,10.506025,11.413294,8.517749,14.304731,11.469932,8.772863,8.327809,10.44183,15.3778,8.68396,10.854365
layer_7,8.10817,6.9078546,8.597914,9.106632,9.014029,8.026507,8.544553,8.0593605,8.2972765,7.135479,10.964864,16.994265,8.28238,9.518497,12.949971,7.9670963,8.9863405,8.383364,6.939646,7.2250247,8.041975,5.696414,8.008952,7.9249754,8.005302,8.737771,8.142466,7.9995193,8.920204,11.8042755,7.9957504,8.071394,8.756447,30.984604,8.288299,8.09369,8.747933,8.621529,8.439831,8.027241,9.563996,8.019591,8.379346,7.550029,14.7391615,9.560389,9.720993,12.516289,9.188679,7.8969684,8.40312,11.017406,7.69498,8.439367,8.164029,10.849074,8.114721,8.191574,8.005186,8.331973,8.311036,8.48058,8.814682,11.304326,7.2261868,8.934746,8.513272,8.002853,8.133473,13.363258,8.532054
layer_8,7.9863024,8.779608,7.9478774,10.079626,7.053629,9.921019,10.035376,8.407494,8.556928,12.530113,25.834621,8.594416,13.502905,9.734205,8.082841,8.473876,9.329107,9.49568,8.598936,8.9881115,10.941452,8.880786,9.278031,8.412292,8.706237,12.89152,8.579997,12.408034,21.235214,4.696832,12.79453,7.2422047,14.751123,10.162345,8.6584,9.12284,7.500949,10.545159,8.316409,6.2950845,9.012362,9.486123,8.506404,10.535552,9.723456,9.674834,10.501029,9.310448,8.076252,9.13959,9.146849,7.657915,10.492078,9.623278,9.533372,10.787267,11.167772,9.018405,8.648516,9.296413,8.891515,21.9872,7.5728617,8.25833,9.816529,10.525678,9.437686,10.852519,9.37124,12.164677,9.732588
layer_9,10.006974,9.097052,15.633304,12.086234,8.451075,8.421547,33.215446,8.814185,8.340799,9.033086,9.251803,11.58039,8.395436,8.712897,8.019267,10.922497,8.360526,8.641394,9.6547,9.005205,8.541105,12.079576,8.10462,8.562336,12.129261,8.949282,9.28473,9.062127,8.514557,8.268289,6.7646093,8.563628,8.439445,9.400902,9.714109,8.567429,8.284842,9.06278,8.849776,9.414969,12.226017,11.229421,11.06216,8.647994,10.937672,8.750709,8.718599,10.213517,8.196762,9.905999,12.420704,11.492533,12.609817,8.402148,13.374523,11.462977,8.510086,8.686688,9.397403,10.838158,8.462946,8.33683,14.974641,8.342181,10.19178,9.734691,8.347967,8.370217,9.041472,8.05483,4.6577578
