,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,138.0,1.0,97.0,18.0,10.0,1.0,1.0,106.0,81.0,34.0,127.0,6.0
layer_1,53.0,51.0,2.0,7.0,10.0,32.0,14.0,37.0,0.0,150.0,0.0,0.0
layer_2,2.0,0.0,37.0,25.0,0.0,0.0,17.0,4.0,2.0,161.0,1.0,1.0
layer_3,3.0,3.0,32.0,0.0,2.0,11.0,10.0,0.0,15.0,8.0,0.0,29.0
layer_4,11.0,109.0,1.0,31.0,3.0,0.0,0.0,0.0,110.0,13.0,1.0,0.0
layer_5,131.0,0.0,2.0,13.0,12.0,19.0,3.0,245.0,49.0,6.0,0.0,0.0
layer_6,0.0,78.0,37.0,210.0,0.0,0.0,20.0,11.0,151.0,0.0,98.0,6.0
layer_7,1.0,51.0,78.0,193.0,5.0,1.0,0.0,0.0,23.0,0.0,20.0,93.0
layer_8,39.0,5.0,30.0,118.0,0.0,0.0,201.0,91.0,92.0,6.0,0.0,2.0
layer_9,7.0,12.0,75.0,224.0,2.0,5.0,18.0,2.0,110.0,24.0,0.0,21.0
layer_10,74.0,2.0,1.0,0.0,33.0,182.0,16.0,19.0,1.0,206.0,3.0,0.0
layer_11,137.0,56.0,0.0,100.0,144.0,82.0,3.0,7.0,4.0,79.0,141.0,193.0
