,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,12,0,13,0,0,0,11,1,8,15,2,13
layer_1,2,10,12,14,15,13,15,15,14,14,1,0
layer_2,12,14,1,2,6,0,14,4,3,2,10,14
layer_3,14,13,0,13,14,14,1,7,5,9,14,7
layer_4,9,11,14,4,14,12,14,0,14,14,14,0
layer_5,14,14,12,14,14,14,11,13,14,14,14,14
layer_6,5,14,14,14,15,14,14,12,10,14,14,9
layer_7,9,14,14,14,14,14,14,14,10,16,14,14
layer_8,14,14,15,14,12,10,14,13,14,14,14,14
layer_9,14,14,13,13,14,14,14,13,14,14,11,14
layer_10,14,14,14,14,14,15,14,14,14,14,14,14
layer_11,14,14,14,14,14,14,14,14,9,14,14,14
