,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,2,26,21,3,13,21,7,9,26,5,3,14,11,19,2,31,13,7,26,24,25,12,11,0
layer_1,16,3,2,15,27,10,2,1,24,2,7,0,25,2,9,17,16,0,0,4,2,3,1,1
layer_2,2,2,2,2,2,2,1,7,13,4,3,13,4,6,10,3,2,2,2,2,1,10,2,6
layer_3,13,3,2,1,4,1,10,3,9,3,10,3,0,0,2,7,3,3,3,12,5,10,3,12
layer_4,10,2,11,2,3,8,2,9,2,0,3,2,15,1,7,8,2,12,2,3,3,6,2,3
layer_5,3,2,3,3,6,7,0,0,1,2,1,12,12,12,2,8,5,10,4,2,13,14,4,5
layer_6,2,6,4,2,3,3,0,2,1,2,9,3,9,8,24,12,5,3,2,2,14,9,2,3
layer_7,0,1,2,8,2,2,12,4,13,7,2,9,2,3,4,16,3,1,2,4,4,4,7,2
layer_8,1,14,0,3,2,13,1,2,0,3,2,2,3,2,3,5,3,4,3,2,5,2,2,1
layer_9,2,5,2,3,6,2,24,3,0,2,2,2,1,2,3,3,2,2,3,2,1,3,3,1
layer_10,3,2,13,0,0,1,3,5,4,3,4,0,14,7,19,1,2,1,3,2,3,1,4,3
layer_11,8,2,11,4,3,2,2,3,4,2,5,12,13,12,2,4,12,3,9,3,11,3,2,3
layer_12,2,2,3,0,0,2,2,3,2,1,1,0,4,3,3,0,0,8,5,0,0,1,4,5
layer_13,3,1,1,0,1,3,0,20,19,2,1,2,1,0,0,4,0,0,3,2,3,0,1,0
layer_14,2,0,0,4,2,17,13,3,5,1,0,1,3,2,0,4,2,4,3,2,5,1,0,2
layer_15,0,3,3,6,8,2,2,1,2,1,7,2,3,0,4,4,2,3,0,0,0,2,1,2
layer_16,16,10,17,0,0,0,2,0,1,4,0,12,0,0,1,0,0,0,2,4,2,1,1,0
layer_17,0,1,2,4,2,2,7,1,0,0,2,2,0,0,0,3,0,3,1,0,0,1,12,2
layer_18,0,0,0,2,0,1,2,2,1,1,0,2,0,3,20,0,0,0,0,2,2,14,0,1
layer_19,3,2,8,0,2,0,1,0,2,3,1,2,1,2,4,0,0,2,1,4,1,1,0,0
layer_20,1,1,2,0,1,1,2,2,1,0,1,1,3,2,2,0,1,0,0,3,5,1,0,1
layer_21,0,0,2,8,0,0,0,1,0,3,2,1,1,0,0,0,0,0,2,1,2,2,1,3
layer_22,3,15,10,1,0,1,2,1,1,0,2,1,2,13,6,0,0,0,0,2,0,4,0,0
layer_23,11,12,14,8,1,19,10,10,14,9,8,6,10,2,14,11,4,12,1,2,8,1,3,10
layer_24,1,2,2,7,7,10,6,7,3,9,8,0,7,5,9,10,4,8,0,0,0,14,15,13
layer_25,1,1,0,5,2,2,7,1,13,3,4,6,8,1,4,8,12,15,11,16,15,13,7,14
layer_26,1,2,5,0,2,0,14,10,0,3,3,1,1,14,3,1,2,3,0,1,3,0,1,3
layer_27,3,3,2,0,3,7,0,1,0,2,11,0,0,0,0,0,1,1,1,1,0,2,0,2
