,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.39790577,0.37172773,0.2984293,0.2303665,0.09424084,0.08900524,0.036649216,0.036649216,0.015706806,0.08900524,0.05235602,0.020942409,0.02617801,0.07329843,0.057591625,0.09947644
1,0.41361257,0.40314135,0.19895288,0.13089006,0.16753927,0.07853403,0.057591625,0.041884817,0.03141361,0.04712042,0.04712042,0.06282722,0.05235602,0.020942409,0.04712042,0.07329843
2,0.43455496,0.2513089,0.2356021,0.18324608,0.08900524,0.041884817,0.08900524,0.02617801,0.04712042,0.041884817,0.06806283,0.041884817,0.057591625,0.036649216,0.06282722,0.04712042
3,0.2356021,0.35078534,0.12565444,0.16230367,0.03141361,0.020942409,0.11518325,0.015706806,0.036649216,0.18848167,0.06806283,0.11518325,0.05235602,0.020942409,0.06806283,0.02617801
4,0.39267015,0.10471204,0.19895288,0.15706806,0.036649216,0.08900524,0.057591625,0.010471204,0.010471204,0.02617801,0.020942409,0.05235602,0.03141361,0.03141361,0.04712042,0.14659686
5,0.33507854,0.12565444,0.12565444,0.06806283,0.020942409,0.036649216,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
6,0.09424084,0.109947644,0.34031415,0.041884817,0.015706806,0.010471204,0.02617801,0.02617801,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
7,0.39267015,0.16230367,0.2722513,0.041884817,0.21465969,0.13089006,0.010471204,0.015706806,0.020942409,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
8,0.39267015,0.15183246,0.12041885,0.06806283,0.020942409,0.02617801,0.010471204,0.010471204,0.020942409,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
9,0.28795812,0.09947644,0.06806283,0.09424084,0.05235602,0.02617801,0.04712042,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
10,0.15706806,0.2460733,0.06806283,0.02617801,0.020942409,0.010471204,0.04712042,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
11,0.30366492,0.10471204,0.07329843,0.020942409,0.02617801,0.020942409,0.010471204,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
12,0.17277487,0.17801048,0.05235602,0.041884817,0.036649216,0.020942409,0.010471204,0.010471204,0.010471204,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
13,0.18848167,0.13612565,0.015706806,0.041884817,0.010471204,0.020942409,0.015706806,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
14,0.10471204,0.07853403,0.057591625,0.036649216,0.015706806,0.03141361,0.010471204,0.010471204,0.02617801,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
15,0.33507854,0.18324608,0.06806283,0.020942409,0.010471204,0.010471204,0.036649216,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
16,0.2827225,0.18324608,0.010471204,0.020942409,0.015706806,0.03141361,0.010471204,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
17,0.32984293,0.15706806,0.06806283,0.057591625,0.03141361,0.02617801,0.010471204,0.02617801,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
18,0.14659686,0.13612565,0.041884817,0.03141361,0.041884817,0.015706806,0.010471204,0.015706806,0.010471204,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
19,0.2460733,0.21465969,0.09424084,0.07853403,0.020942409,0.06806283,0.09947644,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
20,0.29319373,0.16753927,0.083769634,0.03141361,0.057591625,0.05235602,0.015706806,0.04712042,0.015706806,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204
21,0.2617801,0.33507854,0.07853403,0.06806283,0.010471204,0.015706806,0.036649216,0.010471204,0.04712042,0.010471204,0.010471204,0.010471204,0.010471204,0.010471204,0.05235602,0.010471204
22,0.2356021,0.109947644,0.15706806,0.015706806,0.13612565,0.07853403,0.07853403,0.04712042,0.010471204,0.015706806,0.010471204,0.010471204,0.07329843,0.010471204,0.010471204,0.010471204
23,0.2408377,0.19895288,0.13089006,0.07329843,0.04712042,0.13089006,0.04712042,0.06282722,0.03141361,0.036649216,0.036649216,0.07853403,0.010471204,0.010471204,0.04712042,0.015706806
