,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,39,34,47,34,32,34,35,25,46,48,45,42
layer_1,13,49,55,42,43,42,44,47,42,42,29,33
layer_2,48,42,11,31,25,29,41,39,22,36,52,42
layer_3,42,40,13,36,42,42,52,26,22,30,42,40
layer_4,29,46,42,45,42,42,41,35,42,34,42,2
layer_5,42,43,35,52,37,44,33,39,45,42,43,43
layer_6,37,42,42,42,41,42,42,40,34,42,42,38
layer_7,30,42,42,42,42,41,42,42,39,49,42,42
layer_8,42,42,40,42,40,42,42,39,42,42,42,42
layer_9,42,42,41,40,42,42,42,41,41,42,38,42
layer_10,42,42,40,44,44,44,42,42,42,40,42,42
layer_11,57,42,42,46,43,42,42,42,48,42,41,44
