,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,104,80,13,98,147,126,182,12,293,31,808,120
layer_1,8,882,7,10,4,114,41,11,5,8,37,575
layer_2,1029,23,8,5,33,93,913,13,73,1029,8,115
layer_3,131,78,619,85,13,7,143,34,28,360,167,41
layer_4,46,137,0,101,32,44,13,73,2,107,18,487
layer_5,170,4,20,7,90,29,7,273,75,898,7,4
layer_6,5,2,9,1,38,143,325,32,11,38,9,9
layer_7,9,157,136,13,7,48,24,5,6,20,68,0
layer_8,17,8,57,156,1,55,4,95,46,101,40,9
layer_9,153,112,16,13,62,97,233,107,224,1,202,3
layer_10,73,21,109,4,18,42,44,18,83,266,371,37
layer_11,7,8,322,45,37,29,6,6,1243,503,11,5
