,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,91,238,69,120,193,282,174,37,1300,44,1621,302
layer_1,19,1236,26,23,67,100,207,22,30,20,188,29
layer_2,1388,76,14,33,41,110,19,35,22,1384,41,602
layer_3,12,109,31,635,148,68,53,62,90,2193,1749,29
layer_4,650,182,44,15,241,2159,141,410,73,127,84,1478
layer_5,2035,117,85,53,160,190,46,1778,733,1706,66,215
layer_6,452,57,28,115,604,2004,1369,288,77,41,95,68
layer_7,23,913,1341,180,77,463,1106,60,48,27,2522,145
layer_8,725,85,1307,251,100,2141,43,512,75,284,717,29
layer_9,845,857,44,101,457,530,192,1271,298,150,462,43
layer_10,36,485,363,36,180,292,688,102,462,287,912,214
layer_11,115,53,332,122,97,619,19,174,168,100,107,293
